Source,Latitude,Longitude,Time Zone,Elevation
NASA,-90.0,-0.0,14,2811.04
Year,Month,Day,Hour,Wspd,Tdry,DNI,DHI,GHI,rh,wdir,Albedo
2010,1,1,0,2.468,-29.791,1052.141,72.742,475.305,93.062,51.425,0.75
2010,1,1,1,2.538,-29.791,1033.125,77.539,472.062,92.875,47.37,0.742
2010,1,1,2,2.659,-29.767,1012.969,84.617,471.375,92.812,42.976,0.758
2010,1,1,3,2.804,-29.72,963.477,100.016,468.469,93.0,39.233,0.75
2010,1,1,4,2.903,-29.666,913.086,116.016,466.336,93.188,36.685,0.742
2010,1,1,5,2.986,-29.666,917.914,116.836,470.641,93.875,36.06,0.75
2010,1,1,6,3.117,-29.752,887.844,125.164,469.344,95.125,37.157,0.75
2010,1,1,7,3.237,-29.822,865.008,131.094,468.547,95.75,39.221,0.758
2010,1,1,8,3.43,-29.845,755.516,160.914,457.594,95.875,42.045,0.75
2010,1,1,9,3.757,-29.814,657.961,183.727,443.719,95.688,44.494,0.75
2010,1,1,10,4.171,-29.72,685.578,188.43,460.859,95.312,45.835,0.758
2010,1,1,11,3.915,-29.462,573.234,207.062,435.883,94.312,47.588,0.758
2010,1,1,12,3.372,-29.127,588.883,215.984,451.797,93.312,46.878,0.758
2010,1,1,13,2.93,-28.861,387.156,277.312,432.594,92.625,43.055,0.758
2010,1,1,14,2.476,-28.642,273.258,250.688,360.273,92.312,38.208,0.75
2010,1,1,15,2.132,-28.494,315.797,295.297,421.719,91.938,31.36,0.758
2010,1,1,16,1.879,-28.369,218.945,305.531,392.891,91.188,23.261,0.758
2010,1,1,17,1.905,-28.353,339.125,262.117,396.781,90.938,18.658,0.75
2010,1,1,18,2.088,-28.447,496.312,230.695,426.633,91.562,21.284,0.758
2010,1,1,19,2.24,-28.517,516.016,223.133,425.516,92.125,26.744,0.758
2010,1,1,20,2.425,-28.548,534.195,215.281,423.367,92.75,33.434,0.758
2010,1,1,21,2.731,-28.509,532.086,218.812,424.703,93.125,39.428,0.758
2010,1,1,22,3.138,-28.408,535.555,218.875,424.867,93.188,43.79,0.758
2010,1,1,23,3.225,-28.33,580.0,206.375,428.352,93.125,47.848,0.758
2010,1,2,0,3.102,-28.337,574.078,208.922,427.836,92.875,50.416,0.766
2010,1,2,1,2.919,-28.4,568.398,211.742,428.062,92.875,49.232,0.766
2010,1,2,2,2.63,-28.455,544.188,217.711,424.773,93.062,45.963,0.758
2010,1,2,3,2.231,-28.486,520.789,224.039,422.516,93.375,41.45,0.75
2010,1,2,4,1.814,-28.447,429.758,258.258,422.578,93.375,34.648,0.758
2010,1,2,5,1.67,-28.392,447.906,247.297,419.344,93.375,21.403,0.75
2010,1,2,6,1.736,-28.384,310.32,293.516,413.406,93.938,8.021,0.75
2010,1,2,7,1.822,-28.345,285.164,303.82,414.688,94.625,357.788,0.75
2010,1,2,8,1.957,-28.314,255.398,314.531,414.477,95.312,350.35,0.75
2010,1,2,9,2.147,-28.306,352.633,298.141,437.008,95.938,345.458,0.75
2010,1,2,10,2.325,-28.275,319.055,283.625,409.977,96.375,342.6,0.75
2010,1,2,11,2.347,-28.095,220.648,318.648,406.43,95.75,344.159,0.758
2010,1,2,12,2.376,-27.877,352.867,271.188,412.023,94.312,346.695,0.758
2010,1,2,13,2.481,-27.712,345.562,272.805,410.938,93.25,348.372,0.758
2010,1,2,14,2.592,-27.556,208.312,333.508,416.773,92.375,348.351,0.766
2010,1,2,15,2.614,-27.408,309.32,281.547,404.961,92.062,347.75,0.766
2010,1,2,16,2.561,-27.291,187.109,334.984,409.383,91.625,347.49,0.766
2010,1,2,17,2.572,-27.291,327.414,282.398,411.977,92.062,347.188,0.758
2010,1,2,18,2.565,-27.345,149.461,323.969,382.773,93.312,348.759,0.766
2010,1,2,19,2.55,-27.361,217.828,317.617,402.758,94.312,354.726,0.766
2010,1,2,20,2.62,-27.361,303.984,273.883,391.883,94.812,2.734,0.758
2010,1,2,21,2.854,-27.353,257.102,301.086,400.219,95.0,9.772,0.758
2010,1,2,22,3.17,-27.314,209.68,305.516,385.875,94.938,13.831,0.766
2010,1,2,23,3.088,-27.173,197.641,287.516,362.883,94.562,18.435,0.766
2010,1,3,0,2.724,-27.025,258.492,287.93,386.141,94.375,24.213,0.773
2010,1,3,1,2.476,-26.97,274.109,262.031,365.969,94.062,29.072,0.766
2010,1,3,2,2.414,-26.923,360.695,260.594,397.328,93.438,33.381,0.773
2010,1,3,3,2.397,-26.861,498.422,219.422,408.664,92.625,37.318,0.773
2010,1,3,4,2.381,-26.791,716.156,157.414,430.203,91.75,41.009,0.75
2010,1,3,5,2.519,-26.744,647.008,184.094,431.695,91.0,41.102,0.766
2010,1,3,6,2.734,-26.728,713.703,164.828,439.516,90.375,38.737,0.758
2010,1,3,7,2.906,-26.736,825.289,137.859,457.516,90.062,36.254,0.766
2010,1,3,8,3.042,-26.736,909.672,116.375,471.039,89.875,33.69,0.758
2010,1,3,9,3.165,-26.712,793.727,152.625,464.047,89.938,30.236,0.766
2010,1,3,10,3.263,-26.673,691.758,186.523,459.469,90.312,27.056,0.758
2010,1,3,11,3.155,-26.705,688.414,186.703,459.57,91.562,25.677,0.758
2010,1,3,12,2.942,-26.791,684.945,186.547,458.914,93.062,25.817,0.75
2010,1,3,13,2.778,-26.853,718.586,181.484,467.68,94.438,26.565,0.758
2010,1,3,14,2.649,-26.861,750.117,165.812,464.539,95.5,27.774,0.75
2010,1,3,15,2.561,-26.798,766.484,164.734,469.43,96.25,29.615,0.758
2010,1,3,16,2.507,-26.697,755.07,167.812,466.953,96.688,31.362,0.758
2010,1,3,17,2.579,-26.556,743.898,170.688,463.984,96.688,29.594,0.75
2010,1,3,18,2.694,-26.416,608.594,213.289,451.828,96.562,25.228,0.75
2010,1,3,19,2.742,-26.33,496.398,234.609,427.891,96.5,20.862,0.75
2010,1,3,20,2.798,-26.236,328.383,285.438,412.422,96.562,16.715,0.758
2010,1,3,21,2.863,-26.134,235.438,304.383,394.812,96.75,13.088,0.758
2010,1,3,22,2.92,-26.002,163.703,312.219,374.711,97.0,10.017,0.758
2010,1,3,23,2.737,-25.775,172.445,298.641,364.141,96.5,7.876,0.773
2010,1,4,0,2.51,-25.4,180.422,283.523,351.797,95.125,5.178,0.766
2010,1,4,1,2.328,-24.923,173.047,301.75,367.102,93.375,0.577,0.773
2010,1,4,2,2.107,-24.369,170.766,305.008,369.484,91.25,353.613,0.773
2010,1,4,3,1.859,-23.822,293.336,261.727,372.641,89.125,347.132,0.758
2010,1,4,4,1.59,-23.259,163.812,305.133,367.281,86.812,344.325,0.773
2010,1,4,5,1.554,-23.158,307.0,261.188,378.195,87.25,346.034,0.766
2010,1,4,6,1.787,-23.353,225.086,290.664,376.938,89.688,349.673,0.758
2010,1,4,7,1.967,-23.431,232.305,306.438,396.047,91.25,353.157,0.766
2010,1,4,8,2.179,-23.377,248.625,298.227,394.766,91.812,355.27,0.758
2010,1,4,9,2.5,-23.291,219.258,315.695,401.375,91.75,355.519,0.766
2010,1,4,10,2.916,-23.236,231.43,306.344,397.297,92.125,355.236,0.758
2010,1,4,11,2.868,-23.158,263.211,293.32,397.234,93.438,358.751,0.758
2010,1,4,12,2.448,-23.158,236.258,314.852,408.422,95.062,6.966,0.766
2010,1,4,13,2.229,-23.337,187.297,316.016,390.32,95.938,15.449,0.758
2010,1,4,14,2.223,-23.556,180.68,342.68,414.352,96.312,22.961,0.766
2010,1,4,15,2.253,-23.728,321.516,277.219,404.516,96.438,29.498,0.758
2010,1,4,16,2.28,-23.822,164.984,322.914,388.016,96.375,37.341,0.758
2010,1,4,17,2.358,-23.884,200.656,335.797,414.594,96.562,39.757,0.75
2010,1,4,18,2.483,-23.931,280.625,279.141,388.688,96.688,36.942,0.75
2010,1,4,19,2.589,-23.97,253.984,304.758,403.25,96.688,33.307,0.75
2010,1,4,20,2.714,-23.97,224.391,315.094,401.5,96.5,28.926,0.75
2010,1,4,21,2.941,-23.931,228.664,309.273,396.727,96.062,23.978,0.75
2010,1,4,22,3.089,-23.869,349.0,262.812,395.477,95.5,19.352,0.75
2010,1,4,23,2.925,-23.634,304.93,257.336,372.656,94.312,18.532,0.758
2010,1,5,0,2.506,-23.392,315.023,268.562,387.258,93.75,19.678,0.758
2010,1,5,1,2.331,-23.33,306.438,263.742,378.953,93.25,20.196,0.758
2010,1,5,2,2.262,-23.306,299.469,260.273,372.836,92.562,21.691,0.75
2010,1,5,3,2.184,-23.259,248.133,284.312,377.719,91.875,23.172,0.766
2010,1,5,4,2.066,-23.142,262.922,267.031,366.328,91.125,24.336,0.758
2010,1,5,5,2.019,-23.15,177.281,295.602,362.867,91.375,21.801,0.758
2010,1,5,6,2.009,-23.244,257.469,277.883,376.133,92.5,16.955,0.758
2010,1,5,7,1.897,-23.314,249.672,281.266,377.156,93.625,13.578,0.758
2010,1,5,8,1.799,-23.369,207.055,298.836,378.883,94.625,11.017,0.758
2010,1,5,9,1.819,-23.392,215.047,297.273,380.945,95.375,8.896,0.758
2010,1,5,10,1.89,-23.33,177.016,299.484,368.742,95.812,7.125,0.766
2010,1,5,11,1.82,-23.173,254.18,292.289,392.203,95.812,7.4,0.773
2010,1,5,12,1.599,-23.017,194.945,288.922,365.805,95.875,7.299,0.773
2010,1,5,13,1.389,-22.962,287.914,282.305,396.023,96.125,5.486,0.773
2010,1,5,14,1.26,-22.923,207.68,282.484,364.508,96.188,3.554,0.773
2010,1,5,15,1.118,-22.806,384.234,242.172,393.648,96.125,1.602,0.766
2010,1,5,16,0.906,-22.58,338.242,250.922,383.812,95.812,359.012,0.766
2010,1,5,17,0.959,-22.322,339.531,242.742,375.492,94.938,353.918,0.758
2010,1,5,18,1.048,-22.181,299.156,263.469,379.734,94.375,357.01,0.758
2010,1,5,19,1.041,-22.158,337.883,239.133,369.57,95.375,3.013,0.758
2010,1,5,20,1.075,-22.267,321.852,259.039,382.422,96.0,13.026,0.758
2010,1,5,21,1.31,-22.447,293.859,265.711,377.594,96.375,17.354,0.758
2010,1,5,22,1.626,-22.548,286.234,254.961,363.266,96.75,17.042,0.758
2010,1,5,23,1.722,-22.416,175.945,291.289,357.516,96.5,18.517,0.766
2010,1,6,0,1.611,-22.15,185.344,286.289,355.789,95.812,19.841,0.773
2010,1,6,1,1.515,-21.861,196.297,281.859,355.32,95.125,19.276,0.773
2010,1,6,2,1.421,-21.478,333.234,252.711,377.375,94.312,17.937,0.773
2010,1,6,3,1.275,-21.009,171.609,270.445,334.742,93.438,17.103,0.773
2010,1,6,4,1.107,-20.564,156.469,276.047,334.859,92.375,17.668,0.773
2010,1,6,5,1.159,-20.408,178.0,282.578,349.797,93.062,16.847,0.773
2010,1,6,6,1.363,-20.494,201.516,285.406,361.938,94.688,15.63,0.789
2010,1,6,7,1.497,-20.681,221.406,307.781,392.406,95.688,15.124,0.781
2010,1,6,8,1.605,-20.877,222.75,279.258,364.969,96.438,15.524,0.766
2010,1,6,9,1.769,-21.002,225.414,275.344,362.633,96.875,17.475,0.758
2010,1,6,10,1.992,-21.041,199.633,296.039,373.781,96.875,20.425,0.789
2010,1,6,11,2.147,-21.056,269.055,279.258,384.523,96.688,24.047,0.766
2010,1,6,12,2.156,-21.134,213.961,292.961,376.945,96.562,27.401,0.797
2010,1,6,13,2.156,-21.298,337.156,261.016,393.57,96.688,31.213,0.766
2010,1,6,14,2.319,-21.47,311.18,290.688,413.023,96.562,33.315,0.789
2010,1,6,15,2.67,-21.65,456.0,240.375,419.312,96.188,34.388,0.773
2010,1,6,16,2.855,-21.83,555.797,190.336,407.68,95.75,36.431,0.758
2010,1,6,17,2.955,-21.9,510.484,225.75,424.406,95.25,38.021,0.766
2010,1,6,18,3.004,-21.9,636.664,181.531,427.805,94.75,39.195,0.758
2010,1,6,19,3.001,-21.9,468.305,233.688,413.609,94.188,39.825,0.766
2010,1,6,20,3.037,-21.916,655.523,168.953,419.047,93.312,39.258,0.766
2010,1,6,21,3.105,-21.939,634.812,178.422,418.938,92.812,37.331,0.758
2010,1,6,22,3.234,-21.986,501.008,208.0,396.633,92.375,35.264,0.766
2010,1,6,23,3.097,-21.986,498.086,198.719,385.273,91.688,32.327,0.766
2010,1,7,0,2.868,-21.947,371.727,237.945,376.641,91.312,29.358,0.766
2010,1,7,1,2.76,-21.869,364.914,241.438,377.297,90.625,25.84,0.773
2010,1,7,2,2.725,-21.681,296.266,249.492,359.758,89.938,21.71,0.773
2010,1,7,3,2.641,-21.423,288.93,260.57,368.266,89.688,17.738,0.773
2010,1,7,4,2.571,-21.119,286.594,262.969,370.141,89.688,13.53,0.781
2010,1,7,5,2.753,-20.892,160.852,287.641,348.07,89.938,10.959,0.781
2010,1,7,6,3.035,-20.783,363.492,252.57,389.914,90.75,10.529,0.781
2010,1,7,7,3.259,-20.728,236.523,264.164,354.109,91.812,10.637,0.766
2010,1,7,8,3.472,-20.728,233.609,283.516,372.945,92.75,11.158,0.766
2010,1,7,9,3.769,-20.728,224.227,283.656,370.047,93.312,11.357,0.766
2010,1,7,10,4.094,-20.705,212.953,283.398,365.914,93.438,10.667,0.766
2010,1,7,11,3.901,-20.634,232.031,342.773,433.109,93.125,11.67,0.789
2010,1,7,12,3.443,-20.572,335.211,263.211,394.125,92.688,14.32,0.766
2010,1,7,13,3.096,-20.556,335.273,265.688,396.852,92.0,18.389,0.773
2010,1,7,14,2.91,-20.595,192.492,302.859,378.156,91.438,22.573,0.781
2010,1,7,15,2.847,-20.689,136.195,311.844,365.023,90.875,26.565,0.781
2010,1,7,16,2.871,-20.798,151.758,303.938,362.984,90.125,30.402,0.781
2010,1,7,17,3.331,-20.978,138.977,288.656,342.469,89.0,29.812,0.773
2010,1,7,18,3.885,-21.306,125.469,299.945,348.234,88.812,27.029,0.781
2010,1,7,19,4.21,-21.728,124.719,301.258,348.938,88.938,25.852,0.781
2010,1,7,20,4.476,-22.212,122.484,282.352,328.836,89.0,25.76,0.781
2010,1,7,21,4.797,-22.666,127.672,293.188,341.305,89.188,26.189,0.789
2010,1,7,22,5.143,-23.072,132.141,275.758,325.25,89.25,27.305,0.789
2010,1,7,23,5.022,-23.33,371.938,250.891,389.453,89.0,30.994,0.789
2010,1,8,0,4.761,-23.47,378.805,221.906,362.477,88.625,33.351,0.789
2010,1,8,1,4.475,-23.548,524.656,181.086,375.359,88.562,35.549,0.773
2010,1,8,2,4.238,-23.619,626.82,162.492,394.516,88.5,36.68,0.812
2010,1,8,3,4.077,-23.673,848.758,112.594,427.234,88.312,35.091,0.758
2010,1,8,4,4.013,-23.697,935.039,94.375,442.102,87.812,31.71,0.781
2010,1,8,5,4.431,-23.791,1027.281,70.477,454.281,88.25,27.514,0.758
2010,1,8,6,5.036,-23.986,1043.719,67.258,459.469,90.125,23.304,0.758
2010,1,8,7,5.334,-24.205,1025.148,74.383,462.109,92.188,20.851,0.766
2010,1,8,8,5.416,-24.431,996.664,84.414,463.898,94.062,21.049,0.766
2010,1,8,9,5.609,-24.572,966.742,94.703,465.172,95.0,21.06,0.773
2010,1,8,10,5.866,-24.627,963.641,95.562,466.969,95.562,20.994,0.75
2010,1,8,11,5.809,-24.564,829.32,139.953,461.086,95.188,21.043,0.766
2010,1,8,12,5.591,-24.447,515.258,231.906,432.086,94.562,20.79,0.75
2010,1,8,13,5.38,-24.423,411.898,264.047,424.328,94.062,19.777,0.742
2010,1,8,14,5.198,-24.447,453.695,242.68,419.211,93.875,17.673,0.727
2010,1,8,15,5.033,-24.478,436.141,263.789,433.18,93.625,14.748,0.758
2010,1,8,16,4.866,-24.502,539.391,222.383,431.141,93.438,11.202,0.727
2010,1,8,17,4.822,-24.595,706.68,177.867,450.023,93.812,7.447,0.758
2010,1,8,18,4.819,-24.759,659.875,190.227,442.812,93.938,3.066,0.75
2010,1,8,19,4.665,-24.923,612.734,202.172,435.109,93.562,359.136,0.75
2010,1,8,20,4.432,-25.103,333.414,273.617,399.461,93.125,356.058,0.75
2010,1,8,21,4.212,-25.275,264.219,287.297,386.328,92.688,353.824,0.75
2010,1,8,22,3.973,-25.431,300.062,257.523,369.266,92.188,352.316,0.766
2010,1,8,23,3.627,-25.416,171.484,280.93,344.453,90.688,353.196,0.773
2010,1,9,0,3.282,-25.306,173.461,266.047,330.047,88.75,355.769,0.773
2010,1,9,1,2.86,-25.22,164.312,277.086,337.578,88.0,358.748,0.773
2010,1,9,2,2.469,-25.189,296.734,252.391,361.586,88.5,0.363,0.773
2010,1,9,3,2.195,-25.212,220.609,255.648,336.953,89.25,359.388,0.758
2010,1,9,4,1.969,-25.259,211.852,277.852,356.172,89.562,359.318,0.773
2010,1,9,5,1.878,-25.353,270.992,251.602,352.258,89.688,356.662,0.758
2010,1,9,6,1.877,-25.462,254.203,263.414,358.383,89.875,352.106,0.789
2010,1,9,7,1.871,-25.556,384.883,235.312,380.039,90.062,348.925,0.758
2010,1,9,8,1.926,-25.634,354.617,245.734,379.977,90.438,347.824,0.766
2010,1,9,9,2.053,-25.689,268.812,289.055,391.477,90.688,347.92,0.781
2010,1,9,10,2.208,-25.697,319.891,249.531,372.125,91.062,348.571,0.766
2010,1,9,11,2.175,-25.595,343.0,254.641,386.711,91.188,349.861,0.789
2010,1,9,12,1.906,-25.486,379.75,241.43,388.133,91.5,352.7,0.766
2010,1,9,13,1.587,-25.447,362.359,256.516,396.727,91.938,358.307,0.781
2010,1,9,14,1.398,-25.392,451.758,236.922,411.711,91.75,8.357,0.789
2010,1,9,15,1.329,-25.298,506.805,213.328,409.047,90.812,21.739,0.781
2010,1,9,16,1.392,-25.236,472.242,245.453,427.18,89.875,36.098,0.781
2010,1,9,17,1.585,-25.345,527.031,228.383,430.188,90.375,45.2,0.781
2010,1,9,18,1.826,-25.587,581.688,210.961,432.336,91.562,48.122,0.781
2010,1,9,19,1.999,-25.9,637.031,192.266,433.031,92.438,48.962,0.773
2010,1,9,20,2.098,-26.205,584.766,195.164,414.586,93.25,50.44,0.773
2010,1,9,21,2.194,-26.486,672.016,176.898,427.281,93.688,52.232,0.773
2010,1,9,22,2.169,-26.752,692.641,169.242,425.641,94.25,55.566,0.773
2010,1,9,23,2.175,-26.923,731.266,152.508,421.75,94.062,58.366,0.773
2010,1,10,0,2.212,-27.025,745.891,152.938,426.477,93.375,59.904,0.781
2010,1,10,1,2.248,-27.111,826.016,120.875,423.102,92.625,59.514,0.766
2010,1,10,2,2.278,-27.205,789.898,135.055,423.938,92.062,57.182,0.781
2010,1,10,3,2.325,-27.275,820.617,127.422,427.977,91.562,53.746,0.781
2010,1,10,4,2.343,-27.337,891.18,103.734,431.18,91.188,50.684,0.758
2010,1,10,5,2.329,-27.439,838.766,127.031,436.664,91.375,49.899,0.781
2010,1,10,6,2.3,-27.587,865.07,112.172,433.367,92.062,51.067,0.766
2010,1,10,7,2.272,-27.712,896.781,105.609,440.75,92.688,53.248,0.766
2010,1,10,8,2.273,-27.83,846.438,129.758,448.234,93.25,55.928,0.773
2010,1,10,9,2.324,-27.923,865.664,118.969,446.805,93.688,57.913,0.766
2010,1,10,10,2.402,-27.97,841.68,134.141,454.758,94.0,58.429,0.766
2010,1,10,11,2.496,-28.002,866.586,124.359,456.031,94.188,55.713,0.773
2010,1,10,12,2.539,-28.033,797.953,146.68,453.094,94.438,51.12,0.766
2010,1,10,13,2.553,-28.08,833.055,134.742,455.172,94.875,46.24,0.766
2010,1,10,14,2.535,-28.127,873.891,117.984,454.086,95.5,41.502,0.758
2010,1,10,15,2.483,-28.158,863.023,130.922,462.227,96.188,37.843,0.766
2010,1,10,16,2.473,-28.158,912.406,110.398,459.414,96.688,34.443,0.758
2010,1,10,17,2.431,-28.095,838.047,135.328,454.297,96.688,33.996,0.766
2010,1,10,18,2.408,-27.978,706.43,171.258,438.469,96.375,34.824,0.766
2010,1,10,19,2.427,-27.853,738.023,153.836,431.062,95.938,34.509,0.766
2010,1,10,20,2.49,-27.752,647.508,187.203,428.656,95.5,33.092,0.766
2010,1,10,21,2.566,-27.666,621.531,192.297,422.414,95.125,30.156,0.766
2010,1,10,22,2.628,-27.619,598.875,197.047,417.328,94.938,25.727,0.766
2010,1,10,23,2.718,-27.603,536.609,209.805,406.109,95.125,22.658,0.766
2010,1,11,0,2.784,-27.595,527.82,219.141,411.453,95.5,21.742,0.766
2010,1,11,1,2.833,-27.517,482.633,230.312,405.75,95.688,21.684,0.773
2010,1,11,2,2.852,-27.361,484.156,230.961,406.875,95.688,22.209,0.773
2010,1,11,3,2.853,-27.181,479.906,201.945,376.562,95.625,23.054,0.773
2010,1,11,4,2.838,-26.986,467.352,219.273,389.867,95.438,24.731,0.781
2010,1,11,5,2.864,-26.884,441.461,217.547,379.445,95.438,24.328,0.758
2010,1,11,6,2.897,-26.853,401.914,224.977,373.227,95.75,23.523,0.766
2010,1,11,7,3.012,-26.853,394.672,241.75,388.289,95.688,22.574,0.781
2010,1,11,8,3.087,-26.853,291.281,254.656,363.547,95.438,21.371,0.773
2010,1,11,9,3.128,-26.877,331.078,299.359,423.938,95.25,19.702,0.797
2010,1,11,10,3.091,-26.9,318.086,250.766,371.164,95.188,17.199,0.773
2010,1,11,11,3.0,-26.587,320.742,250.633,372.609,93.812,17.114,0.766
2010,1,11,12,2.703,-26.173,283.797,307.141,415.43,92.938,18.016,0.797
2010,1,11,13,2.467,-25.955,331.867,249.484,376.328,92.438,16.369,0.758
2010,1,11,14,2.496,-25.783,304.859,265.609,382.125,91.625,14.689,0.773
2010,1,11,15,2.582,-25.634,414.023,230.0,387.93,90.75,12.228,0.75
2010,1,11,16,2.625,-25.494,241.227,288.43,380.117,90.125,10.808,0.766
2010,1,11,17,2.757,-25.541,216.641,289.375,371.305,91.062,5.856,0.773
2010,1,11,18,2.961,-25.689,198.969,277.695,352.477,93.188,359.093,0.766
2010,1,11,19,3.067,-25.822,172.75,303.945,368.414,94.188,356.934,0.766
2010,1,11,20,3.107,-26.048,215.008,277.125,356.773,94.625,354.806,0.758
2010,1,11,21,3.252,-26.283,190.352,291.867,361.875,94.688,350.877,0.773
2010,1,11,22,3.429,-26.517,162.164,317.992,377.242,94.688,347.768,0.766
2010,1,11,23,3.535,-26.462,273.828,253.664,353.156,93.688,347.622,0.766
2010,1,12,0,3.599,-26.212,343.453,248.156,372.438,92.375,348.227,0.773
2010,1,12,1,3.569,-26.064,335.648,247.859,369.031,92.438,348.124,0.766
2010,1,12,2,3.467,-26.009,149.406,291.625,345.539,92.938,347.373,0.766
2010,1,12,3,3.475,-25.97,140.711,294.359,345.203,93.375,345.152,0.766
2010,1,12,4,3.504,-25.861,124.359,274.391,319.477,93.625,342.615,0.758
2010,1,12,5,3.486,-25.736,120.945,276.609,320.656,94.625,339.534,0.758
2010,1,12,6,3.308,-25.673,120.508,277.727,321.875,95.5,337.797,0.766
2010,1,12,7,3.029,-25.634,119.242,279.492,323.461,95.75,338.199,0.766
2010,1,12,8,2.837,-25.603,287.047,264.164,370.742,95.75,340.367,0.773
2010,1,12,9,2.792,-25.556,119.242,284.812,329.375,95.625,341.565,0.766
2010,1,12,10,2.747,-25.517,121.328,289.359,334.977,95.562,341.771,0.758
2010,1,12,11,2.704,-25.525,124.391,291.406,338.398,95.562,343.031,0.758
2010,1,12,12,2.678,-25.595,127.102,292.914,341.094,95.688,344.95,0.758
2010,1,12,13,2.641,-25.681,167.203,312.008,375.492,95.562,345.964,0.758
2010,1,12,14,2.536,-25.814,143.375,292.203,346.633,95.625,346.82,0.75
2010,1,12,15,2.384,-25.931,170.555,309.445,374.07,95.375,348.469,0.758
2010,1,12,16,2.258,-26.033,167.656,311.734,375.031,94.938,351.646,0.75
2010,1,12,17,2.16,-26.056,124.797,292.461,339.336,94.0,354.186,0.75
2010,1,12,18,2.085,-26.025,157.461,307.156,365.93,93.375,355.272,0.75
2010,1,12,19,2.005,-25.986,122.758,285.641,331.133,92.75,355.978,0.758
2010,1,12,20,1.904,-25.978,167.664,301.844,363.523,92.562,355.764,0.75
2010,1,12,21,1.793,-25.955,166.227,298.641,359.352,92.375,356.003,0.758
2010,1,12,22,1.668,-25.939,139.812,270.32,321.039,92.062,355.972,0.758
2010,1,12,23,1.564,-25.837,141.484,294.5,345.539,91.562,357.423,0.758
2010,1,13,0,1.383,-25.728,127.625,269.047,314.898,91.75,358.382,0.758
2010,1,13,1,1.03,-25.845,153.555,289.664,344.695,94.125,6.532,0.766
2010,1,13,2,0.989,-25.947,223.641,267.742,347.844,93.562,9.09,0.766
2010,1,13,3,0.887,-25.884,216.695,246.836,324.562,91.812,14.281,0.75
2010,1,13,4,0.758,-25.744,275.188,255.484,354.508,89.812,26.301,0.766
2010,1,13,5,0.63,-25.752,354.383,217.445,345.57,89.625,47.01,0.75
2010,1,13,6,0.665,-25.955,328.102,245.672,364.992,91.688,72.204,0.766
2010,1,13,7,0.831,-26.181,418.781,226.852,380.164,93.562,85.147,0.758
2010,1,13,8,0.995,-26.369,508.711,190.148,377.672,94.75,85.946,0.75
2010,1,13,9,1.132,-26.533,483.953,216.492,396.078,95.375,80.863,0.758
2010,1,13,10,1.221,-26.705,554.281,191.719,398.633,95.938,73.652,0.758
2010,1,13,11,1.252,-26.853,632.289,168.367,405.539,96.0,68.398,0.758
2010,1,13,12,1.277,-26.97,691.211,172.453,432.602,96.0,66.571,0.758
2010,1,13,13,1.426,-27.087,620.094,174.297,408.078,96.312,65.4,0.75
2010,1,13,14,1.502,-27.166,765.523,151.938,440.523,96.5,67.036,0.758
2010,1,13,15,1.6,-27.197,791.742,143.391,441.281,96.75,67.316,0.758
2010,1,13,16,1.781,-27.166,818.664,134.492,441.398,96.625,66.471,0.758
2010,1,13,17,1.972,-27.095,773.812,146.805,435.406,96.5,67.398,0.75
2010,1,13,18,2.046,-26.947,667.188,164.406,411.664,96.562,67.548,0.75
2010,1,13,19,2.11,-26.791,655.539,171.562,412.766,96.875,66.662,0.75
2010,1,13,20,2.254,-26.595,536.492,201.703,397.625,97.312,64.323,0.75
2010,1,13,21,2.369,-26.306,436.516,210.656,368.898,97.812,59.036,0.734
2010,1,13,22,2.485,-25.892,403.766,230.25,375.633,98.125,52.409,0.75
2010,1,13,23,2.537,-25.408,412.414,209.219,356.875,98.188,50.624,0.727
2010,1,14,0,2.564,-24.955,380.102,209.742,345.258,98.062,50.44,0.742
2010,1,14,1,2.596,-24.548,439.781,210.945,367.359,97.875,48.538,0.75
2010,1,14,2,2.6,-24.189,500.602,180.547,358.484,97.688,48.166,0.742
2010,1,14,3,2.583,-23.884,615.227,164.086,383.078,97.5,47.82,0.766
2010,1,14,4,2.459,-23.697,741.758,130.0,394.875,97.438,46.673,0.75
2010,1,14,5,2.437,-23.595,795.805,122.961,408.484,97.188,40.84,0.766
2010,1,14,6,2.463,-23.587,917.594,97.281,428.461,97.0,31.774,0.766
2010,1,14,7,2.429,-23.673,922.273,92.242,427.328,97.0,23.102,0.75
2010,1,14,8,2.401,-23.736,1014.961,70.727,442.055,97.0,16.253,0.758
2010,1,14,9,2.392,-23.736,1011.641,69.219,441.82,96.875,12.448,0.758
2010,1,14,10,2.413,-23.681,936.32,84.617,431.547,96.625,9.127,0.758
2010,1,14,11,2.427,-23.634,854.461,107.055,425.195,96.75,7.582,0.766
2010,1,14,12,2.409,-23.65,754.758,125.781,407.758,96.688,8.393,0.758
2010,1,14,13,2.375,-23.681,643.062,155.461,396.117,96.438,11.384,0.758
2010,1,14,14,2.247,-23.673,547.875,181.25,386.273,96.25,16.356,0.758
2010,1,14,15,2.128,-23.673,455.781,208.172,378.391,96.25,23.364,0.758
2010,1,14,16,2.106,-23.697,354.047,223.547,355.289,96.312,29.323,0.758
2010,1,14,17,2.171,-23.666,363.992,210.477,345.219,96.375,28.594,0.75
