Source,Latitude,Longitude,Time Zone,Elevation
NASA/POWER,-90.0,0.0,14.0,2811.04
year,month,day,hour,ghi,dni,dhi,tdry,twet,Tdew,wspd,wdir,rh,pres,snow,albedo,aod
2015,1,1,0,479.828,1114.758,53.039,-26.509,-26.744,-26.978,1.713,38.333,95.125,690.863,,0.75,0.0
2015,1,1,1,478.609,1112.531,53.492,-26.595,-26.853,-27.103,1.437,42.797,94.812,690.96,,0.75,0.0
2015,1,1,2,479.047,1119.617,51.289,-26.72,-27.002,-27.275,1.265,50.511,94.375,691.012,,0.758,0.0
2015,1,1,3,479.969,1123.375,50.086,-26.877,-27.173,-27.47,1.223,58.848,94.0,691.102,,0.75,0.0
2015,1,1,4,481.734,1125.531,49.625,-27.033,-27.361,-27.681,1.296,63.126,93.438,691.244,,0.742,0.0
2015,1,1,5,484.25,1125.398,50.18,-27.22,-27.548,-27.869,1.406,65.714,93.375,691.421,,0.742,0.0
2015,1,1,6,485.602,1121.555,50.539,-27.4,-27.72,-28.048,1.546,66.155,93.438,691.577,,0.742,0.0
2015,1,1,7,489.734,1124.07,50.922,-27.533,-27.861,-28.189,1.616,66.038,93.375,691.787,,0.75,0.0
2015,1,1,8,492.93,1126.508,50.281,-27.642,-27.97,-28.306,1.615,67.529,93.312,692.034,,0.75,0.0
2015,1,1,9,495.906,1126.656,50.414,-27.752,-28.08,-28.408,1.599,70.591,93.25,692.306,,0.75,0.0
2015,1,1,10,498.641,1126.43,50.734,-27.861,-28.189,-28.525,1.603,74.745,93.188,692.534,,0.75,0.0
2015,1,1,11,500.742,1126.336,50.844,-27.923,-28.275,-28.619,1.588,74.597,93.0,692.642,,0.75,0.0
2015,1,1,12,502.156,1126.242,50.867,-27.955,-28.322,-28.689,1.549,72.387,92.562,692.724,,0.75,0.0
2015,1,1,13,503.102,1127.055,50.773,-27.986,-28.369,-28.759,1.571,70.844,92.25,692.866,,0.75,0.0
2015,1,1,14,502.734,1125.469,51.078,-28.002,-28.408,-28.814,1.652,68.651,91.75,693.138,,0.75,0.0
2015,1,1,15,502.023,1124.695,51.492,-27.986,-28.416,-28.853,1.783,65.12,91.188,693.421,,0.75,0.0
2015,1,1,16,500.297,1125.281,51.047,-27.931,-28.408,-28.877,1.924,60.832,90.562,693.623,,0.75,0.0
2015,1,1,17,497.961,1125.797,50.625,-27.877,-28.377,-28.884,2.035,59.3,90.062,693.785,,0.742,0.0
2015,1,1,18,494.992,1121.469,51.969,-27.837,-28.353,-28.877,2.085,59.11,89.75,694.015,,0.75,0.0
2015,1,1,19,491.555,1116.773,53.258,-27.798,-28.322,-28.853,2.141,57.064,89.562,694.282,,0.75,0.0
2015,1,1,20,488.602,1119.461,52.234,-27.783,-28.306,-28.822,2.216,54.181,89.688,694.459,,0.75,0.0
