Source,Latitude,Longitude,Time Zone,Elevation
NASA/POWER,-90.0,0.0,14.0,2811.04
year,month,day,hour,ghi,dni,dhi,tdry,twet,Tdew,wspd,wdir,rh,pres,snow,albedo,aod
2013,1,1,0,473.336,1049.961,71.977,-28.033,-28.587,-29.142,2.97,91.809,89.062,690.483,,0.742,0.0
2013,1,1,1,476.695,1108.461,53.789,-27.931,-28.541,-29.142,2.82,85.711,88.125,690.709,,0.742,0.0
2013,1,1,2,477.812,1123.75,49.141,-27.83,-28.486,-29.134,2.703,78.495,87.25,690.928,,0.742,0.0
2013,1,1,3,478.852,1125.406,48.867,-27.744,-28.431,-29.127,2.607,70.208,86.562,691.128,,0.742,0.0
2013,1,1,4,481.094,1127.875,48.766,-27.666,-28.392,-29.111,2.529,60.584,86.0,691.33,,0.742,0.0
2013,1,1,5,484.0,1129.742,48.938,-27.689,-28.392,-29.103,2.408,55.176,86.312,691.506,,0.742,0.0
2013,1,1,6,486.82,1130.258,49.078,-27.783,-28.447,-29.111,2.254,54.878,87.062,691.706,,0.742,0.0
2013,1,1,7,489.828,1130.016,49.391,-27.877,-28.502,-29.127,2.147,55.674,87.75,691.945,,0.742,0.0
2013,1,1,8,493.297,1129.781,50.062,-27.978,-28.564,-29.15,2.089,56.904,88.438,692.273,,0.742,0.0
2013,1,1,9,496.18,1128.984,50.461,-28.056,-28.611,-29.173,2.044,57.646,88.938,692.632,,0.742,0.0
2013,1,1,10,498.719,1129.312,50.367,-28.119,-28.65,-29.189,2.007,57.238,89.375,693.048,,0.742,0.0
2013,1,1,11,500.594,1124.852,51.984,-28.166,-28.681,-29.197,2.032,54.232,89.75,693.491,,0.742,0.0
2013,1,1,12,501.984,1123.047,52.672,-28.197,-28.697,-29.189,2.106,49.514,90.062,693.867,,0.742,0.0
2013,1,1,13,502.648,1121.297,53.328,-28.22,-28.697,-29.173,2.166,44.708,90.5,694.139,,0.742,0.0
2013,1,1,14,502.109,1120.047,53.328,-28.236,-28.689,-29.134,2.233,40.601,91.0,694.379,,0.742,0.0
2013,1,1,15,502.023,1128.078,50.836,-28.236,-28.658,-29.08,2.297,37.26,91.5,694.611,,0.742,0.0
2013,1,1,16,500.297,1126.336,51.32,-28.22,-28.611,-29.009,2.382,34.576,92.0,694.774,,0.742,0.0
2013,1,1,17,497.609,1122.852,52.141,-28.236,-28.572,-28.916,2.41,32.557,93.062,694.915,,0.742,0.0
2013,1,1,18,494.469,1119.805,52.797,-28.291,-28.564,-28.837,2.405,30.23,94.438,695.082,,0.742,0.0
2013,1,1,19,489.977,1102.5,57.969,-28.33,-28.548,-28.759,2.428,27.389,95.562,695.414,,0.742,0.0
2013,1,1,20,487.547,1115.242,53.531,-28.369,-28.533,-28.697,2.454,24.852,96.5,695.854,,0.742,0.0
2013,1,1,21,484.484,1120.75,51.219,-28.369,-28.502,-28.634,2.496,23.034,97.125,696.271,,0.742,0.0
2013,1,1,22,481.445,1122.703,50.039,-28.337,-28.455,-28.58,2.553,22.485,97.375,696.588,,0.742,0.0
2013,1,1,23,478.352,1122.969,49.0,-28.166,-28.314,-28.462,2.604,23.334,96.875,696.781,,0.742,0.0
2013,1,2,0,475.938,1118.664,49.773,-27.947,-28.127,-28.306,2.648,23.842,96.25,696.899,,0.742,0.0
2013,1,2,1,474.766,1120.234,48.844,-27.791,-28.002,-28.212,2.69,22.543,95.625,697.02,,0.742,0.0
2013,1,2,2,472.75,1091.094,57.992,-27.642,-27.892,-28.142,2.81,19.997,94.875,697.157,,0.75,0.0
2013,1,2,3,472.547,1077.398,62.344,-27.447,-27.759,-28.064,3.003,16.785,93.812,697.269,,0.75,0.0
2013,1,2,4,472.781,1065.625,65.75,-27.252,-27.603,-27.962,3.159,13.589,92.812,697.39,,0.75,0.0
2013,1,2,5,474.422,1041.008,74.945,-27.189,-27.541,-27.884,3.213,11.501,92.938,697.6,,0.75,0.0
2013,1,2,6,471.688,995.047,87.664,-27.283,-27.564,-27.845,3.184,11.034,94.25,697.91,,0.75,0.0
