Source,Latitude,Longitude,Time Zone,Elevation
NASA/POWER,-90.0,0.0,14.0,2811.04
year,month,day,hour,ghi,dni,dhi,tdry,twet,Tdew,wspd,wdir,rh,pres,snow,albedo,aod
2006,1,1,0,442.391,705.344,172.484,-26.072,-26.502,-26.939,1.895,315.835,91.438,693.994,,0.766,0.0
2006,1,1,1,441.719,719.43,166.961,-25.869,-26.314,-26.752,2.094,325.183,91.375,693.951,,0.766,0.0
2006,1,1,2,442.312,734.828,161.711,-25.72,-26.158,-26.603,2.326,329.3,91.375,693.86,,0.758,0.0
2006,1,1,3,431.102,635.047,188.219,-25.619,-26.064,-26.502,2.449,330.573,91.312,693.793,,0.766,0.0
2006,1,1,4,437.969,709.844,165.594,-25.58,-26.017,-26.455,2.477,330.524,91.438,693.695,,0.766,0.0
2006,1,1,5,422.688,539.344,214.773,-25.697,-26.095,-26.494,2.622,327.162,92.188,693.56,,0.773,0.0
2006,1,1,6,435.031,575.023,212.102,-25.9,-26.252,-26.611,2.808,323.258,92.938,693.431,,0.766,0.0
2006,1,1,7,441.516,623.398,198.289,-26.095,-26.416,-26.744,2.896,322.233,93.625,693.369,,0.766,0.0
2006,1,1,8,432.336,382.664,282.055,-26.252,-26.556,-26.853,2.894,323.563,94.0,693.364,,0.789,0.0
2006,1,1,9,432.164,431.625,261.586,-26.377,-26.666,-26.947,2.917,327.246,94.25,693.367,,0.773,0.0
2006,1,1,10,430.477,378.664,279.984,-26.47,-26.752,-27.025,3.051,331.729,94.438,693.346,,0.773,0.0
2006,1,1,11,432.328,378.883,281.07,-26.353,-26.705,-27.056,2.977,338.282,93.062,693.273,,0.773,0.0
2006,1,1,12,433.516,378.914,281.766,-26.103,-26.556,-27.017,2.869,345.169,91.062,693.172,,0.773,0.0
2006,1,1,13,433.906,378.586,282.047,-25.931,-26.47,-27.002,2.829,349.497,89.688,693.002,,0.773,0.0
2006,1,1,14,387.367,266.109,280.633,-25.83,-26.416,-27.002,2.736,352.286,88.812,692.835,,0.812,0.0
2006,1,1,15,410.562,210.367,326.336,-25.783,-26.4,-27.017,2.533,353.27,88.188,692.67,,0.805,0.0
2006,1,1,16,416.508,238.398,321.375,-25.775,-26.361,-26.955,2.144,352.461,88.688,692.482,,0.805,0.0
2006,1,1,17,412.422,243.062,315.891,-25.978,-26.486,-26.994,2.023,344.085,90.125,692.281,,0.805,0.0
2006,1,1,18,408.672,268.844,302.531,-26.377,-26.767,-27.15,2.005,333.635,92.375,692.098,,0.797,0.0
