Source,Latitude,Longitude,Time Zone,Elevation
NASA/POWER,-90.0,0.0,14.0,2811.04
year,month,day,hour,ghi,dni,dhi,tdry,twet,Tdew,wspd,wdir,rh,pres,snow,albedo,aod
2010,1,1,0,475.305,1052.141,72.742,-29.791,-30.127,-30.47,2.468,51.425,93.062,690.853,,0.75,0.0
2010,1,1,1,472.062,1033.125,77.539,-29.791,-30.142,-30.502,2.538,47.37,92.875,690.932,,0.742,0.0
2010,1,1,2,471.375,1012.969,84.617,-29.767,-30.119,-30.478,2.659,42.976,92.812,691.036,,0.758,0.0
2010,1,1,3,468.469,963.477,100.016,-29.72,-30.072,-30.423,2.804,39.233,93.0,691.206,,0.75,0.0
2010,1,1,4,466.336,913.086,116.016,-29.666,-30.002,-30.337,2.903,36.685,93.188,691.377,,0.742,0.0
2010,1,1,5,470.641,917.914,116.836,-29.666,-29.962,-30.267,2.986,36.06,93.875,691.496,,0.75,0.0
2010,1,1,6,469.344,887.844,125.164,-29.752,-29.986,-30.22,3.117,37.157,95.125,691.594,,0.75,0.0
2010,1,1,7,468.547,865.008,131.094,-29.822,-30.017,-30.22,3.237,39.221,95.75,691.775,,0.758,0.0
2010,1,1,8,457.594,755.516,160.914,-29.845,-30.041,-30.236,3.43,42.045,95.875,691.998,,0.75,0.0
2010,1,1,9,443.719,657.961,183.727,-29.814,-30.017,-30.22,3.757,44.494,95.688,692.244,,0.75,0.0
2010,1,1,10,460.859,685.578,188.43,-29.72,-29.939,-30.166,4.171,45.835,95.312,692.425,,0.758,0.0
2010,1,1,11,435.883,573.234,207.062,-29.462,-29.744,-30.017,3.915,47.588,94.312,692.616,,0.758,0.0
2010,1,1,12,451.797,588.883,215.984,-29.127,-29.462,-29.798,3.372,46.878,93.312,692.764,,0.758,0.0
2010,1,1,13,432.594,387.156,277.312,-28.861,-29.228,-29.603,2.93,43.055,92.625,692.819,,0.758,0.0
2010,1,1,14,360.273,273.258,250.688,-28.642,-29.041,-29.431,2.476,38.208,92.312,692.825,,0.75,0.0
2010,1,1,15,421.719,315.797,295.297,-28.494,-28.916,-29.33,2.132,31.36,91.938,692.841,,0.758,0.0
2010,1,1,16,392.891,218.945,305.531,-28.369,-28.822,-29.275,1.879,23.261,91.188,692.885,,0.758,0.0
2010,1,1,17,396.781,339.125,262.117,-28.353,-28.814,-29.283,1.905,18.658,90.938,692.968,,0.75,0.0
2010,1,1,18,426.633,496.312,230.695,-28.447,-28.869,-29.298,2.088,21.284,91.562,693.162,,0.758,0.0
2010,1,1,19,425.516,516.016,223.133,-28.517,-28.916,-29.306,2.24,26.744,92.125,693.39,,0.758,0.0
2010,1,1,20,423.367,534.195,215.281,-28.548,-28.916,-29.275,2.425,33.434,92.75,693.592,,0.758,0.0
2010,1,1,21,424.703,532.086,218.812,-28.509,-28.845,-29.189,2.731,39.428,93.125,693.722,,0.758,0.0
2010,1,1,22,424.867,535.555,218.875,-28.408,-28.752,-29.087,3.138,43.79,93.188,693.804,,0.758,0.0
2010,1,1,23,428.352,580.0,206.375,-28.33,-28.673,-29.017,3.225,47.848,93.125,693.831,,0.758,0.0
2010,1,2,0,427.836,574.078,208.922,-28.337,-28.689,-29.048,3.102,50.416,92.875,693.941,,0.766,0.0
2010,1,2,1,428.062,568.398,211.742,-28.4,-28.759,-29.111,2.919,49.232,92.875,694.032,,0.766,0.0
2010,1,2,2,424.773,544.188,217.711,-28.455,-28.806,-29.15,2.63,45.963,93.062,694.105,,0.758,0.0
2010,1,2,3,422.516,520.789,224.039,-28.486,-28.814,-29.15,2.231,41.45,93.375,694.26,,0.75,0.0
2010,1,2,4,422.578,429.758,258.258,-28.447,-28.775,-29.111,1.814,34.648,93.375,694.505,,0.758,0.0
2010,1,2,5,419.344,447.906,247.297,-28.392,-28.72,-29.056,1.67,21.403,93.375,694.876,,0.75,0.0
2010,1,2,6,413.406,310.32,293.516,-28.384,-28.681,-28.986,1.736,8.021,93.938,695.291,,0.75,0.0
2010,1,2,7,414.688,285.164,303.82,-28.345,-28.619,-28.884,1.822,357.788,94.625,695.722,,0.75,0.0
2010,1,2,8,414.477,255.398,314.531,-28.314,-28.556,-28.791,1.957,350.35,95.312,696.206,,0.75,0.0
2010,1,2,9,437.008,352.633,298.141,-28.306,-28.509,-28.72,2.147,345.458,95.938,696.738,,0.75,0.0
2010,1,2,10,409.977,319.055,283.625,-28.275,-28.455,-28.642,2.325,342.6,96.375,697.273,,0.75,0.0
2010,1,2,11,406.43,220.648,318.648,-28.095,-28.314,-28.525,2.347,344.159,95.75,697.773,,0.758,0.0
2010,1,2,12,412.023,352.867,271.188,-27.877,-28.166,-28.447,2.376,346.695,94.312,698.18,,0.758,0.0
2010,1,2,13,410.938,345.562,272.805,-27.712,-28.048,-28.384,2.481,348.372,93.25,698.547,,0.758,0.0
2010,1,2,14,416.773,208.312,333.508,-27.556,-27.939,-28.322,2.592,348.351,92.375,698.819,,0.766,0.0
2010,1,2,15,404.961,309.32,281.547,-27.408,-27.806,-28.205,2.614,347.75,92.062,699.043,,0.766,0.0
2010,1,2,16,409.383,187.109,334.984,-27.291,-27.712,-28.134,2.561,347.49,91.625,699.29,,0.766,0.0
2010,1,2,17,411.977,327.414,282.398,-27.291,-27.689,-28.087,2.572,347.188,92.062,699.587,,0.758,0.0
2010,1,2,18,382.773,149.461,323.969,-27.345,-27.681,-28.009,2.565,348.759,93.312,699.979,,0.766,0.0
2010,1,2,19,402.758,217.828,317.617,-27.361,-27.642,-27.923,2.55,354.726,94.312,700.392,,0.766,0.0
2010,1,2,20,391.883,303.984,273.883,-27.361,-27.611,-27.869,2.62,2.734,94.812,700.822,,0.758,0.0
2010,1,2,21,400.219,257.102,301.086,-27.353,-27.595,-27.837,2.854,9.772,95.0,701.226,,0.758,0.0
2010,1,2,22,385.875,209.68,305.516,-27.314,-27.564,-27.806,3.17,13.831,94.938,701.552,,0.766,0.0
2010,1,2,23,362.883,197.641,287.516,-27.173,-27.439,-27.705,3.088,18.435,94.562,701.736,,0.766,0.0
2010,1,3,0,386.141,258.492,287.93,-27.025,-27.298,-27.58,2.724,24.213,94.375,701.76,,0.773,0.0
2010,1,3,1,365.969,274.109,262.031,-26.97,-27.259,-27.548,2.476,29.072,94.062,701.724,,0.766,0.0
2010,1,3,2,397.328,360.695,260.594,-26.923,-27.252,-27.572,2.414,33.381,93.438,701.697,,0.773,0.0
2010,1,3,3,408.664,498.422,219.422,-26.861,-27.228,-27.603,2.397,37.318,92.625,701.656,,0.773,0.0
2010,1,3,4,430.203,716.156,157.414,-26.791,-27.205,-27.619,2.381,41.009,91.75,701.623,,0.75,0.0
2010,1,3,5,431.695,647.008,184.094,-26.744,-27.205,-27.658,2.519,41.102,91.0,701.669,,0.766,0.0
2010,1,3,6,439.516,713.703,164.828,-26.728,-27.22,-27.712,2.734,38.737,90.375,701.746,,0.758,0.0
2010,1,3,7,457.516,825.289,137.859,-26.736,-27.252,-27.759,2.906,36.254,90.062,701.74,,0.766,0.0
2010,1,3,8,471.039,909.672,116.375,-26.736,-27.259,-27.783,3.042,33.69,89.875,701.63,,0.758,0.0
2010,1,3,9,464.047,793.727,152.625,-26.712,-27.228,-27.752,3.165,30.236,89.938,701.499,,0.766,0.0
2010,1,3,10,459.469,691.758,186.523,-26.673,-27.166,-27.666,3.263,27.056,90.312,701.399,,0.758,0.0
2010,1,3,11,459.57,688.414,186.703,-26.705,-27.134,-27.564,3.155,25.677,91.562,701.317,,0.758,0.0
2010,1,3,12,458.914,684.945,186.547,-26.791,-27.134,-27.486,2.942,25.817,93.062,701.229,,0.75,0.0
2010,1,3,13,467.68,718.586,181.484,-26.853,-27.134,-27.408,2.778,26.565,94.438,701.124,,0.758,0.0
2010,1,3,14,464.539,750.117,165.812,-26.861,-27.087,-27.306,2.649,27.774,95.5,701.017,,0.75,0.0
2010,1,3,15,469.43,766.484,164.734,-26.798,-26.986,-27.173,2.561,29.615,96.25,700.933,,0.758,0.0
2010,1,3,16,466.953,755.07,167.812,-26.697,-26.861,-27.033,2.507,31.362,96.688,700.886,,0.758,0.0
2010,1,3,17,463.984,743.898,170.688,-26.556,-26.728,-26.892,2.579,29.594,96.688,700.814,,0.75,0.0
2010,1,3,18,451.828,608.594,213.289,-26.416,-26.595,-26.775,2.694,25.228,96.562,700.808,,0.75,0.0
2010,1,3,19,427.891,496.398,234.609,-26.33,-26.509,-26.689,2.742,20.862,96.5,700.868,,0.75,0.0
2010,1,3,20,412.422,328.383,285.438,-26.236,-26.416,-26.595,2.798,16.715,96.562,700.909,,0.758,0.0
2010,1,3,21,394.812,235.438,304.383,-26.134,-26.306,-26.47,2.863,13.088,96.75,700.943,,0.758,0.0
2010,1,3,22,374.711,163.703,312.219,-26.002,-26.166,-26.322,2.92,10.017,97.0,700.998,,0.758,0.0
2010,1,3,23,364.141,172.445,298.641,-25.775,-25.955,-26.142,2.737,7.876,96.5,701.052,,0.773,0.0
2010,1,4,0,351.797,180.422,283.523,-25.4,-25.658,-25.916,2.51,5.178,95.125,701.092,,0.766,0.0
2010,1,4,1,367.102,173.047,301.75,-24.923,-25.275,-25.627,2.328,0.577,93.375,701.181,,0.773,0.0
2010,1,4,2,369.484,170.766,305.008,-24.369,-24.837,-25.314,2.107,353.613,91.25,701.32,,0.773,0.0
2010,1,4,3,372.641,293.336,261.727,-23.822,-24.408,-24.994,1.859,347.132,89.125,701.462,,0.758,0.0
2010,1,4,4,367.281,163.812,305.133,-23.259,-23.97,-24.689,1.59,344.325,86.812,701.582,,0.773,0.0
2010,1,4,5,378.195,307.0,261.188,-23.158,-23.845,-24.533,1.554,346.034,87.25,701.793,,0.766,0.0
2010,1,4,6,376.938,225.086,290.664,-23.353,-23.908,-24.462,1.787,349.673,89.688,702.145,,0.758,0.0
2010,1,4,7,396.047,232.305,306.438,-23.431,-23.892,-24.353,1.967,353.157,91.25,702.518,,0.766,0.0
2010,1,4,8,394.766,248.625,298.227,-23.377,-23.814,-24.244,2.179,355.27,91.812,702.847,,0.758,0.0
2010,1,4,9,401.375,219.258,315.695,-23.291,-23.728,-24.158,2.5,355.519,91.75,703.119,,0.766,0.0
2010,1,4,10,397.297,231.43,306.344,-23.236,-23.65,-24.064,2.916,355.236,92.125,703.309,,0.758,0.0
2010,1,4,11,397.234,263.211,293.32,-23.158,-23.502,-23.853,2.868,358.751,93.438,703.476,,0.758,0.0
2010,1,4,12,408.422,236.258,314.852,-23.158,-23.416,-23.673,2.448,6.966,95.062,703.589,,0.766,0.0
2010,1,4,13,390.32,187.297,316.016,-23.337,-23.548,-23.759,2.229,15.449,95.938,703.598,,0.758,0.0
2010,1,4,14,414.352,180.68,342.68,-23.556,-23.744,-23.931,2.223,22.961,96.312,703.555,,0.766,0.0
2010,1,4,15,404.516,321.516,277.219,-23.728,-23.908,-24.087,2.253,29.498,96.438,703.501,,0.758,0.0
2010,1,4,16,388.016,164.984,322.914,-23.822,-24.002,-24.189,2.28,37.341,96.375,703.466,,0.758,0.0
2010,1,4,17,414.594,200.656,335.797,-23.884,-24.056,-24.236,2.358,39.757,96.562,703.484,,0.75,0.0
2010,1,4,18,388.688,280.625,279.141,-23.931,-24.103,-24.275,2.483,36.942,96.688,703.54,,0.75,0.0
2010,1,4,19,403.25,253.984,304.758,-23.97,-24.134,-24.298,2.589,33.307,96.688,703.624,,0.75,0.0
2010,1,4,20,401.5,224.391,315.094,-23.97,-24.142,-24.306,2.714,28.926,96.5,703.721,,0.75,0.0
2010,1,4,21,396.727,228.664,309.273,-23.931,-24.119,-24.314,2.941,23.978,96.062,703.841,,0.75,0.0
2010,1,4,22,395.477,349.0,262.812,-23.869,-24.087,-24.306,3.089,19.352,95.5,703.96,,0.75,0.0
2010,1,4,23,372.656,304.93,257.336,-23.634,-23.916,-24.205,2.925,18.532,94.312,704.044,,0.758,0.0
2010,1,5,0,387.258,315.023,268.562,-23.392,-23.712,-24.033,2.506,19.678,93.75,704.106,,0.758,0.0
