Source,Latitude,Longitude,Time Zone,Elevation
NASA/POWER,-90.0,0.0,14.0,2811.04
year,month,day,hour,ghi,dni,dhi,tdry,twet,Tdew,wspd,wdir,rh,pres,snow,albedo,aod
2011,1,1,0,478.609,1098.094,58.148,-28.025,-28.462,-28.9,0.741,117.646,91.188,692.347,,0.766,0.0
2011,1,1,1,477.32,1096.281,58.359,-28.33,-28.681,-29.041,0.768,121.264,92.75,692.139,,0.773,0.0
2011,1,1,2,477.156,1099.172,57.164,-28.627,-28.916,-29.205,0.756,119.745,94.0,691.976,,0.758,0.0
2011,1,1,3,479.422,1112.594,53.617,-28.931,-29.173,-29.416,0.797,116.816,95.0,691.801,,0.766,0.0
2011,1,1,4,480.766,1115.008,52.648,-29.189,-29.392,-29.595,0.819,113.629,95.688,691.63,,0.75,0.0
2011,1,1,5,481.945,1104.484,55.891,-29.283,-29.494,-29.705,1.029,105.408,95.5,691.395,,0.75,0.0
2011,1,1,6,485.547,1112.0,54.141,-29.291,-29.533,-29.783,1.331,99.462,94.875,691.096,,0.75,0.0
2011,1,1,7,488.852,1115.312,53.406,-29.228,-29.509,-29.783,1.462,96.137,94.25,690.859,,0.75,0.0
2011,1,1,8,490.922,1105.172,56.602,-29.173,-29.486,-29.798,1.541,92.616,93.625,690.638,,0.766,0.0
2011,1,1,9,493.344,1099.133,58.688,-29.111,-29.462,-29.814,1.579,88.582,92.875,690.421,,0.766,0.0
2011,1,1,10,495.555,1093.297,60.781,-29.048,-29.431,-29.814,1.618,84.179,92.312,690.226,,0.766,0.0
2011,1,1,11,500.18,1114.828,54.828,-28.994,-29.384,-29.775,1.595,75.828,92.062,690.129,,0.758,0.0
2011,1,1,12,501.125,1108.453,56.914,-28.986,-29.361,-29.744,1.59,62.805,92.312,690.109,,0.766,0.0
2011,1,1,13,502.695,1122.047,52.32,-29.041,-29.377,-29.712,1.7,48.913,93.062,690.049,,0.75,0.0
2011,1,1,14,500.977,1119.086,51.836,-29.072,-29.33,-29.587,1.881,36.727,94.688,689.977,,0.742,0.0
2011,1,1,15,501.664,1120.578,52.734,-29.142,-29.337,-29.533,2.02,25.673,95.812,689.879,,0.75,0.0
2011,1,1,16,501.391,1131.109,49.758,-29.212,-29.361,-29.509,2.166,16.343,96.812,689.828,,0.75,0.0
2011,1,1,17,498.898,1129.656,49.984,-29.252,-29.377,-29.502,2.261,17.496,97.25,689.831,,0.742,0.0
2011,1,1,18,496.406,1131.719,49.281,-29.228,-29.361,-29.494,2.296,28.222,97.25,689.854,,0.742,0.0
2011,1,1,19,493.242,1131.188,49.234,-29.205,-29.345,-29.494,2.313,41.714,96.938,689.908,,0.742,0.0
2011,1,1,20,490.297,1130.789,49.461,-29.158,-29.322,-29.494,2.446,54.228,96.5,689.979,,0.742,0.0
2011,1,1,21,487.008,1131.391,48.859,-29.048,-29.267,-29.478,2.663,64.262,95.625,690.022,,0.742,0.0
2011,1,1,22,484.453,1128.719,49.961,-28.9,-29.166,-29.439,2.935,70.89,94.5,689.993,,0.75,0.0
2011,1,1,23,481.188,1129.297,48.633,-28.791,-29.111,-29.439,3.014,69.357,93.438,689.824,,0.742,0.0
2011,1,2,0,478.922,1126.922,48.828,-28.712,-29.095,-29.47,2.886,63.99,92.312,689.598,,0.75,0.0
2011,1,2,1,477.578,1126.281,48.57,-28.627,-29.072,-29.517,2.78,59.616,91.062,689.393,,0.75,0.0
2011,1,2,2,477.688,1128.008,48.102,-28.533,-29.048,-29.556,2.727,54.443,89.75,689.17,,0.75,0.0
2011,1,2,3,478.102,1127.734,47.938,-28.447,-29.041,-29.627,2.725,49.185,88.375,688.906,,0.742,0.0
2011,1,2,4,479.766,1128.016,48.102,-28.353,-29.025,-29.689,2.746,43.963,86.938,688.614,,0.742,0.0
2011,1,2,5,482.734,1128.078,49.039,-28.322,-29.033,-29.736,2.697,46.878,86.25,688.379,,0.75,0.0
2011,1,2,6,485.023,1126.086,49.617,-28.33,-29.041,-29.759,2.654,55.795,86.062,688.169,,0.742,0.0
2011,1,2,7,487.961,1124.719,50.305,-28.322,-29.041,-29.767,2.715,62.771,86.0,688.028,,0.742,0.0
2011,1,2,8,487.875,1097.609,57.969,-28.291,-29.009,-29.736,2.799,68.377,86.0,687.961,,0.75,0.0
2011,1,2,9,489.305,1076.617,64.961,-28.244,-28.962,-29.681,2.859,73.001,86.062,687.941,,0.758,0.0
2011,1,2,10,495.094,1107.672,56.055,-28.205,-28.916,-29.627,2.871,76.947,86.25,687.929,,0.75,0.0
2011,1,2,11,495.773,1095.852,59.438,-28.212,-28.892,-29.572,2.78,77.995,86.938,687.983,,0.758,0.0
2011,1,2,12,499.062,1116.648,53.039,-28.275,-28.892,-29.509,2.624,76.046,87.938,688.086,,0.75,0.0
2011,1,2,13,499.609,1118.188,52.25,-28.33,-28.892,-29.462,2.429,72.206,88.938,688.171,,0.75,0.0
2011,1,2,14,499.469,1118.602,51.984,-28.377,-28.877,-29.384,2.19,66.453,90.062,688.2,,0.75,0.0
2011,1,2,15,499.555,1126.805,49.602,-28.384,-28.83,-29.275,1.927,57.921,91.312,688.222,,0.75,0.0
2011,1,2,16,497.305,1123.859,50.039,-28.345,-28.72,-29.103,1.702,46.116,92.562,688.23,,0.742,0.0
2011,1,2,17,495.094,1121.727,50.797,-28.22,-28.556,-28.892,1.578,35.735,93.438,688.261,,0.75,0.0
2011,1,2,18,491.492,1111.438,53.844,-28.072,-28.377,-28.673,1.485,27.913,94.062,688.416,,0.75,0.0
2011,1,2,19,487.727,1101.539,56.82,-27.916,-28.189,-28.462,1.483,16.526,94.688,688.636,,0.75,0.0
2011,1,2,20,483.383,1085.281,61.734,-27.775,-28.025,-28.275,1.483,5.14,95.125,688.861,,0.742,0.0
2011,1,2,21,478.039,1054.25,71.18,-27.634,-27.877,-28.119,1.553,352.196,95.25,689.103,,0.758,0.0
2011,1,2,22,473.445,1028.523,78.906,-27.486,-27.72,-27.962,1.67,342.582,95.25,689.352,,0.75,0.0
2011,1,2,23,465.703,979.273,91.938,-27.259,-27.502,-27.744,1.779,334.785,95.312,689.596,,0.75,0.0
2011,1,3,0,458.93,931.375,104.742,-27.119,-27.353,-27.58,1.925,332.707,95.5,689.764,,0.758,0.0
2011,1,3,1,459.086,896.289,118.922,-27.025,-27.244,-27.462,2.081,330.549,95.75,689.929,,0.766,0.0
2011,1,3,2,444.547,799.031,141.359,-26.978,-27.205,-27.439,2.343,329.331,95.625,690.078,,0.742,0.0
2011,1,3,3,428.086,637.523,185.797,-27.017,-27.236,-27.455,2.572,327.275,95.875,690.179,,0.742,0.0
2011,1,3,4,440.07,598.734,211.789,-27.181,-27.377,-27.58,2.805,324.982,96.375,690.299,,0.766,0.0
2011,1,3,5,440.141,552.672,228.438,-27.423,-27.595,-27.775,3.049,324.07,96.875,690.436,,0.766,0.0
2011,1,3,6,428.43,421.258,266.141,-27.65,-27.822,-27.986,3.252,322.91,97.0,690.644,,0.758,0.0
2011,1,3,7,402.633,303.164,285.102,-27.869,-28.041,-28.205,3.369,320.552,96.875,690.838,,0.758,0.0
2011,1,3,8,385.031,253.18,286.227,-28.111,-28.283,-28.462,3.487,316.18,96.688,691.046,,0.758,0.0
2011,1,3,9,415.109,302.359,296.367,-28.322,-28.502,-28.673,3.421,313.242,96.5,691.297,,0.758,0.0
2011,1,3,10,389.109,255.766,288.102,-28.556,-28.736,-28.923,3.346,310.833,96.312,691.519,,0.758,0.0
2011,1,3,11,413.008,275.008,303.906,-28.572,-28.806,-29.041,3.274,308.703,95.375,691.626,,0.766,0.0
2011,1,3,12,391.578,243.273,294.75,-28.4,-28.697,-28.994,3.144,306.614,94.188,691.616,,0.758,0.0
2011,1,3,13,410.969,252.578,310.281,-28.283,-28.627,-28.97,2.975,304.191,93.188,691.562,,0.773,0.0
2011,1,3,14,408.203,212.383,323.547,-28.181,-28.587,-28.986,2.85,300.29,92.125,691.503,,0.781,0.0
2011,1,3,15,399.344,222.445,310.836,-28.033,-28.494,-28.962,2.732,295.759,90.938,691.416,,0.766,0.0
2011,1,3,16,414.32,269.281,307.539,-27.822,-28.345,-28.869,2.619,290.976,89.688,691.284,,0.781,0.0
2011,1,3,17,395.156,278.039,285.43,-27.72,-28.244,-28.759,2.681,287.643,89.75,691.262,,0.781,0.0
2011,1,3,18,417.398,330.789,287.617,-27.666,-28.127,-28.58,2.783,286.807,90.875,691.315,,0.773,0.0
2011,1,3,19,409.406,292.922,295.242,-27.533,-27.947,-28.361,2.842,286.941,91.75,691.365,,0.773,0.0
2011,1,3,20,377.359,268.305,273.508,-27.369,-27.752,-28.127,2.866,288.929,92.438,691.384,,0.789,0.0
2011,1,3,21,411.641,363.391,271.922,-27.189,-27.548,-27.916,2.922,291.488,92.75,691.392,,0.773,0.0
2011,1,3,22,404.734,359.242,267.461,-27.064,-27.392,-27.72,3.029,294.053,93.375,691.482,,0.781,0.0
2011,1,3,23,399.289,359.383,262.656,-27.041,-27.322,-27.603,3.181,298.139,94.25,691.575,,0.789,0.0
2011,1,4,0,400.148,352.32,266.688,-27.087,-27.345,-27.603,3.308,301.776,94.812,691.613,,0.789,0.0
2011,1,4,1,377.273,308.828,260.531,-27.15,-27.392,-27.634,3.424,304.778,95.125,691.597,,0.797,0.0
2011,1,4,2,395.453,323.352,273.25,-27.244,-27.47,-27.705,3.53,307.808,95.25,691.604,,0.789,0.0
2011,1,4,3,388.344,300.758,274.5,-27.353,-27.58,-27.814,3.623,310.628,95.312,691.626,,0.789,0.0
2011,1,4,4,383.531,284.82,275.367,-27.509,-27.744,-27.97,3.702,313.632,95.312,691.654,,0.797,0.0
2011,1,4,5,388.992,248.82,294.062,-27.627,-27.877,-28.127,3.602,314.121,94.875,691.631,,0.797,0.0
2011,1,4,6,389.039,291.992,277.008,-27.712,-27.978,-28.252,3.372,312.934,94.5,691.586,,0.789,0.0
2011,1,4,7,409.984,492.594,219.773,-27.767,-28.064,-28.353,3.136,312.274,94.125,691.609,,0.789,0.0
2011,1,4,8,415.578,501.18,220.773,-27.814,-28.119,-28.431,2.909,312.17,93.75,691.647,,0.781,0.0
2011,1,4,9,421.062,510.211,221.484,-27.845,-28.173,-28.502,2.698,312.653,93.375,691.656,,0.781,0.0
2011,1,4,10,439.18,531.828,229.977,-27.877,-28.228,-28.572,2.508,313.99,93.0,691.681,,0.773,0.0
2011,1,4,11,431.469,425.0,263.516,-27.791,-28.181,-28.572,2.415,316.18,92.25,691.715,,0.781,0.0
2011,1,4,12,417.109,337.969,283.125,-27.603,-28.072,-28.541,2.447,318.883,90.75,691.699,,0.781,0.0
2011,1,4,13,431.18,398.508,272.938,-27.47,-28.009,-28.548,2.491,321.621,89.562,691.661,,0.773,0.0
2011,1,4,14,402.883,271.641,295.031,-27.306,-27.9,-28.494,2.506,323.237,88.562,691.546,,0.789,0.0
2011,1,4,15,417.102,313.797,292.734,-27.134,-27.767,-28.408,2.485,324.211,87.812,691.364,,0.789,0.0
2011,1,4,16,399.227,335.398,266.75,-26.97,-27.627,-28.291,2.395,324.962,87.438,691.155,,0.789,0.0
2011,1,4,17,417.453,378.047,268.852,-26.955,-27.587,-28.22,2.227,324.135,88.0,691.104,,0.797,0.0
2011,1,4,18,415.523,420.555,251.188,-27.056,-27.627,-28.197,1.987,325.248,89.125,691.189,,0.789,0.0
2011,1,4,19,400.258,445.0,227.523,-27.166,-27.697,-28.228,1.801,330.656,89.812,691.318,,0.773,0.0
2011,1,4,20,410.734,498.898,218.422,-27.298,-27.798,-28.298,1.718,338.102,90.312,691.441,,0.789,0.0
2011,1,4,21,397.234,469.688,217.398,-27.439,-27.916,-28.392,1.713,345.203,90.75,691.53,,0.773,0.0
2011,1,4,22,403.781,465.773,226.539,-27.595,-28.048,-28.494,1.735,352.235,91.25,691.603,,0.773,0.0
2011,1,4,23,404.18,505.031,212.984,-27.658,-28.103,-28.548,1.742,359.229,91.25,691.622,,0.766,0.0
2011,1,5,0,378.836,436.383,214.242,-27.666,-28.095,-28.533,1.671,5.364,91.312,691.571,,0.773,0.0
2011,1,5,1,396.836,507.898,205.664,-27.728,-28.15,-28.58,1.661,11.944,91.5,691.489,,0.781,0.0
2011,1,5,2,399.289,526.625,201.125,-27.798,-28.22,-28.642,1.712,19.179,91.562,691.405,,0.781,0.0
2011,1,5,3,402.953,546.188,197.109,-27.845,-28.291,-28.736,1.786,27.35,91.188,691.278,,0.781,0.0
2011,1,5,4,410.258,573.055,193.594,-27.892,-28.369,-28.845,1.865,35.621,90.5,691.116,,0.781,0.0
2011,1,5,5,413.219,650.031,166.312,-27.978,-28.486,-28.986,1.962,40.478,89.938,690.948,,0.766,0.0
2011,1,5,6,436.742,760.531,146.203,-28.103,-28.611,-29.127,2.061,43.925,89.812,690.803,,0.766,0.0
2011,1,5,7,447.234,805.43,137.57,-28.212,-28.728,-29.236,2.201,47.59,89.812,690.621,,0.766,0.0
2011,1,5,8,455.992,826.594,136.086,-28.291,-28.798,-29.298,2.395,51.223,90.0,690.457,,0.773,0.0
