Source,Latitude,Longitude,Time Zone,Elevation
NASA/POWER,-90.0,0.0,14.0,2811.04
year,month,day,hour,ghi,dni,dhi,tdry,twet,Tdew,wspd,wdir,rh,pres,snow,albedo,aod
2012,1,1,0,402.539,282.492,294.297,-26.759,-27.173,-27.587,4.556,1.474,91.812,685.761,,0.758,0.0
2012,1,1,1,426.25,411.289,268.953,-26.603,-27.087,-27.58,4.446,1.309,90.375,685.725,,0.75,0.0
2012,1,1,2,433.211,527.148,231.641,-26.462,-27.009,-27.556,4.352,359.897,89.375,685.741,,0.75,0.0
2012,1,1,3,442.508,651.977,192.797,-26.345,-26.923,-27.502,4.206,357.977,88.75,685.839,,0.742,0.0
2012,1,1,4,440.797,573.43,220.453,-26.236,-26.837,-27.439,4.012,355.644,88.375,685.968,,0.758,0.0
2012,1,1,5,446.648,691.703,179.625,-26.361,-26.869,-27.369,4.117,353.9,90.062,686.136,,0.742,0.0
2012,1,1,6,467.219,885.344,123.492,-26.603,-26.97,-27.345,4.313,353.029,92.625,686.374,,0.742,0.0
2012,1,1,7,468.781,854.414,134.945,-26.791,-27.087,-27.384,4.419,352.687,94.0,686.641,,0.75,0.0
2012,1,1,8,477.844,940.625,107.922,-26.923,-27.181,-27.439,4.486,353.098,94.688,686.875,,0.75,0.0
2012,1,1,9,485.07,1005.938,86.969,-27.002,-27.236,-27.47,4.506,354.329,95.188,687.142,,0.75,0.0
2012,1,1,10,483.305,939.922,109.242,-27.056,-27.283,-27.509,4.544,355.662,95.375,687.346,,0.758,0.0
2012,1,1,11,480.258,878.969,128.867,-26.853,-27.134,-27.416,4.144,357.839,94.25,687.375,,0.766,0.0
2012,1,1,12,484.25,907.914,120.141,-26.517,-26.892,-27.267,3.651,2.085,92.5,687.368,,0.758,0.0
2012,1,1,13,471.32,734.055,176.461,-26.322,-26.759,-27.205,3.341,6.311,91.312,687.434,,0.758,0.0
2012,1,1,14,418.5,402.43,256.867,-26.345,-26.752,-27.158,2.92,10.017,91.938,687.534,,0.766,0.0
2012,1,1,15,459.742,661.102,194.688,-26.517,-26.9,-27.283,2.707,8.13,92.438,687.576,,0.75,0.0
2012,1,1,16,444.992,383.133,291.898,-26.697,-27.072,-27.439,2.587,1.385,92.625,687.619,,0.766,0.0
2012,1,1,17,431.078,320.422,303.648,-26.9,-27.244,-27.58,2.749,351.501,93.188,687.801,,0.758,0.0
2012,1,1,18,409.234,283.117,297.297,-27.095,-27.384,-27.673,3.008,343.401,94.125,688.188,,0.75,0.0
