Source,Latitude,Longitude,Time Zone,Elevation
NASA,-90.0,-0.0,14,2811.04
Year,Month,Day,Hour,Wspd,Tdry,DHI,DNI,GHI,rh,wdir,Albedo
2011,1,14,19,0.915,-23.767,112.484,263.93,305.086,91.938,296.346,0.773
2011,1,14,20,0.715,-23.884,113.836,250.781,292.109,91.812,291.801,0.766
2011,1,14,21,0.497,-23.939,110.102,260.164,299.844,91.5,289.29,0.773
2011,1,14,22,0.316,-23.994,108.82,259.102,298.055,91.375,290.225,0.773
2010,1,14,23,2.089,-23.322,108.922,239.898,278.594,96.25,16.74,0.773
2010,1,15,0,1.781,-22.978,106.547,245.633,283.312,94.938,17.879,0.781
2010,1,15,1,1.596,-22.564,107.602,235.039,273.0,92.875,18.258,0.781
2010,1,15,2,1.486,-22.189,105.961,240.906,278.266,90.75,15.863,0.781
2010,1,15,3,1.407,-21.861,107.367,235.828,273.742,88.625,12.184,0.781
2011,1,15,4,0.289,-23.548,109.562,250.086,288.969,75.625,3.094,0.766
2006,1,15,5,4.612,-20.025,109.305,257.609,296.523,96.25,5.054,0.773
2011,1,15,6,0.66,-23.97,111.664,262.75,302.812,78.188,16.504,0.766
2011,1,15,7,0.722,-24.173,113.555,271.617,312.633,79.688,15.69,0.773
2002,1,15,8,2.876,-21.627,107.859,252.391,291.555,95.875,28.027,0.789
2002,1,15,9,3.175,-21.728,108.688,253.914,293.648,95.812,36.193,0.789
2002,1,15,10,3.521,-21.822,109.188,255.289,295.453,95.562,41.222,0.781
2002,1,15,11,3.696,-21.783,108.016,252.656,292.578,94.438,44.229,0.789
2002,1,15,12,3.817,-21.673,107.703,253.297,293.242,92.5,45.415,0.789
2002,1,15,13,3.955,-21.627,107.703,253.211,293.227,90.375,44.84,0.789
2006,1,15,14,4.024,-19.361,109.5,264.859,305.531,92.125,0.89,0.781
2006,1,15,15,3.838,-19.127,112.773,264.258,306.055,91.562,4.086,0.773
2009,1,15,16,1.701,-26.986,115.922,283.359,326.078,92.125,355.521,0.773
2009,1,15,17,1.557,-26.986,119.328,284.57,328.312,91.812,356.836,0.766
2009,1,15,18,1.442,-27.095,119.82,282.172,325.805,92.562,352.528,0.766
2009,1,15,19,1.386,-27.275,132.297,284.219,332.047,93.25,350.591,0.758
2009,1,15,20,1.359,-27.462,139.906,276.016,326.211,93.875,349.401,0.789
2009,1,15,21,1.351,-27.689,133.773,293.422,341.047,94.5,346.285,0.789
2009,1,15,22,1.342,-27.923,155.859,278.398,333.508,94.938,340.615,0.773
2009,1,15,23,1.259,-28.048,128.57,275.898,321.094,94.562,335.821,0.781
2018,1,16,0,6.15,-27.197,133.93,279.406,326.352,93.5,34.598,0.75
2009,1,16,1,0.808,-27.869,133.273,276.461,322.992,92.625,330.461,0.773
2018,1,16,2,6.468,-26.97,175.406,262.484,323.781,94.188,25.853,0.75
2009,1,16,3,0.366,-27.658,162.93,280.0,336.922,89.688,16.113,0.781
2018,1,16,4,6.444,-26.681,163.133,270.805,328.07,95.188,21.402,0.75
2009,1,16,5,0.607,-27.884,151.094,284.188,337.398,88.312,55.491,0.781
2008,1,16,6,3.458,-27.494,140.922,277.133,327.383,90.812,351.687,0.812
2015,1,16,7,1.063,-28.298,133.703,270.648,318.523,93.625,29.014,0.773
2015,1,16,8,1.095,-28.509,180.32,297.766,362.789,95.0,24.004,0.758
2017,1,16,9,7.328,-27.548,179.43,321.312,386.172,94.312,5.935,0.773
2015,1,16,10,1.319,-29.048,134.172,265.711,314.719,97.25,10.578,0.758
2009,1,16,11,0.846,-28.517,159.391,277.055,335.344,87.312,333.672,0.797
2015,1,16,12,1.588,-28.603,127.703,283.953,330.992,94.875,13.079,0.766
2015,1,16,13,1.702,-28.236,120.633,274.438,318.945,92.375,13.271,0.758
2004,1,16,14,3.257,-27.541,132.375,294.977,343.953,91.875,331.96,0.766
2015,1,16,15,1.696,-27.259,120.211,275.938,320.195,86.312,12.5,0.758
2004,1,16,16,2.979,-27.384,138.977,290.297,341.422,88.375,320.214,0.75
2004,1,16,17,2.92,-27.369,134.008,291.992,341.023,87.688,317.603,0.75
2004,1,16,18,2.827,-27.353,127.93,293.062,339.57,88.312,318.248,0.75
2004,1,16,19,2.712,-27.353,141.555,296.648,347.734,89.562,321.314,0.75
2015,1,16,20,1.76,-27.494,130.867,260.688,307.422,90.75,23.265,0.758
2004,1,16,21,2.63,-27.33,177.781,285.773,348.961,90.5,328.482,0.758
2004,1,16,22,2.591,-27.345,185.688,274.523,340.055,90.75,331.348,0.766
2008,1,16,23,2.327,-25.767,184.062,247.07,311.641,83.188,346.01,0.773
2009,1,17,0,2.384,-30.564,134.812,267.023,313.789,96.25,22.952,0.781
2019,1,17,1,2.811,-27.197,161.336,260.578,316.609,92.812,12.684,0.75
2019,1,17,2,2.592,-26.744,118.078,260.641,301.625,91.875,3.975,0.758
2019,1,17,3,2.282,-26.275,136.922,255.336,302.922,90.812,353.118,0.75
2009,1,17,4,2.44,-29.798,132.477,269.445,315.461,96.5,34.962,0.789
2019,1,17,5,1.855,-25.728,153.867,252.688,306.594,89.625,332.68,0.758
2019,1,17,6,1.843,-25.752,136.156,262.695,310.688,90.688,330.827,0.75
2019,1,17,7,1.765,-25.869,118.922,273.961,316.164,91.938,332.301,0.75
2019,1,17,8,1.708,-25.994,118.977,276.344,318.867,93.062,336.836,0.75
2019,1,17,9,1.757,-26.127,118.945,278.555,321.359,93.938,342.935,0.75
2019,1,17,10,1.973,-26.244,116.227,274.172,316.258,94.562,349.046,0.758
2019,1,17,11,2.064,-26.337,118.773,278.172,321.391,95.062,352.606,0.758
2021,1,17,12,1.92,-28.392,120.359,269.82,313.57,95.938,340.754,0.75
2021,1,17,13,2.044,-28.205,121.172,269.461,313.586,95.312,348.089,0.75
2021,1,17,14,2.201,-28.064,119.094,265.0,308.359,94.75,352.042,0.742
2021,1,17,15,2.309,-27.955,117.508,271.875,314.578,94.375,354.174,0.742
2021,1,17,16,2.355,-27.9,116.992,269.758,312.109,94.25,356.957,0.742
2021,1,17,17,2.408,-28.025,116.375,267.156,309.055,95.5,354.974,0.742
2019,1,17,18,1.872,-26.611,117.57,274.75,317.0,93.25,326.575,0.773
2019,1,17,19,1.954,-26.783,125.664,280.344,325.156,94.438,328.408,0.766
2019,1,17,20,2.208,-26.962,148.852,283.047,335.719,95.25,333.979,0.773
2019,1,17,21,2.553,-27.158,136.398,278.383,326.281,95.625,339.957,0.766
2021,1,17,22,2.905,-27.712,131.445,254.734,300.344,97.312,354.289,0.742
2019,1,17,23,3.04,-27.361,138.492,276.5,324.508,95.188,349.037,0.758
2019,1,18,0,3.023,-27.244,125.461,267.617,310.914,94.625,352.875,0.766
2021,1,18,1,3.322,-27.619,120.141,254.445,295.594,96.688,357.979,0.75
2021,1,18,2,3.352,-27.58,120.227,256.75,297.898,96.75,358.932,0.75
2021,1,18,3,3.383,-27.502,127.148,252.391,295.969,96.75,359.338,0.742
2019,1,18,4,3.177,-26.978,137.781,266.758,314.359,94.0,347.502,0.781
2001,1,18,5,3.552,-29.009,201.953,254.18,324.055,94.688,45.089,0.758
2019,1,18,6,3.304,-27.166,164.672,271.031,328.547,95.25,336.89,0.773
2021,1,18,7,3.469,-27.111,146.672,259.219,310.555,96.938,0.387,0.758
2021,1,18,8,3.416,-27.033,149.977,260.57,313.438,96.875,1.966,0.742
2021,1,18,9,3.372,-26.986,134.539,264.539,312.297,96.812,4.918,0.75
2021,1,18,10,3.351,-26.97,129.773,266.445,312.797,96.75,8.716,0.742
2021,1,18,11,3.121,-26.853,119.961,263.812,306.883,96.25,14.349,0.742
2021,1,18,12,2.829,-26.72,118.906,267.516,310.352,95.875,21.038,0.75
2021,1,18,13,2.704,-26.627,123.906,264.312,309.031,95.375,26.047,0.742
2012,1,18,14,2.43,-30.587,164.344,296.023,355.773,90.312,11.31,0.742
2017,1,18,15,3.829,-25.47,200.836,255.0,327.352,95.0,44.421,0.805
2021,1,18,16,2.711,-26.47,127.023,259.062,304.633,93.188,37.035,0.742
2021,1,18,17,2.737,-26.572,125.508,257.602,302.383,93.312,39.324,0.742
2021,1,18,18,2.811,-26.798,124.125,255.602,299.594,94.0,41.845,0.742
2021,1,18,19,2.879,-27.087,141.445,257.531,307.281,94.438,46.21,0.75
2017,1,18,20,4.175,-25.173,139.023,255.312,303.836,95.438,17.757,0.766
2006,1,18,21,3.438,-29.525,156.18,275.703,329.969,96.312,0.911,0.742
2017,1,18,22,3.911,-25.173,122.445,249.133,291.227,95.812,4.583,0.766
2017,1,18,23,3.733,-24.947,129.539,247.086,291.352,95.125,3.479,0.766
2017,1,19,0,3.507,-24.611,136.953,245.617,292.203,94.75,5.241,0.766
2009,1,19,1,2.549,-27.853,165.352,275.406,331.539,96.062,2.284,0.758
2009,1,19,2,2.561,-27.861,151.062,274.672,325.914,96.0,15.393,0.758
2009,1,19,3,2.666,-27.869,139.93,273.078,320.609,96.062,25.514,0.742
2009,1,19,4,2.861,-27.892,148.281,270.141,320.672,95.875,32.171,0.773
2009,1,19,5,3.048,-27.869,159.758,275.312,330.023,94.375,30.838,0.766
2009,1,19,6,3.08,-27.908,176.602,279.242,340.094,91.688,24.745,0.758
2009,1,19,7,2.916,-28.048,175.672,282.375,343.32,90.812,19.406,0.781
2009,1,19,8,2.703,-28.212,175.594,270.914,332.281,90.875,15.763,0.789
2009,1,19,9,2.549,-28.345,130.734,261.352,307.359,91.062,13.653,0.812
2010,1,19,10,4.455,-25.134,135.68,267.133,315.297,96.312,356.179,0.758
2010,1,19,11,4.137,-25.064,125.125,260.938,305.578,96.062,357.51,0.766
2010,1,19,12,3.869,-24.978,116.094,256.938,298.5,96.0,1.504,0.773
2010,1,19,13,3.771,-24.923,110.5,266.852,306.484,95.938,6.065,0.781
2010,1,19,14,3.781,-24.9,109.633,255.469,294.789,96.0,9.754,0.773
2009,1,19,15,2.042,-28.564,134.227,281.094,329.023,97.25,48.567,0.805
2009,1,19,16,2.041,-28.673,151.312,268.336,322.156,97.188,53.876,0.805
2010,1,19,17,3.805,-24.9,121.906,251.68,294.906,95.938,18.807,0.766
2009,1,19,18,2.009,-28.744,140.781,277.375,326.836,97.062,41.689,0.789
2006,1,19,19,4.018,-27.041,165.656,269.102,327.008,95.438,26.067,0.75
2006,1,19,20,4.185,-26.962,156.414,273.023,327.266,95.125,24.364,0.758
2009,1,19,21,2.183,-28.814,175.289,257.219,317.359,97.5,14.086,0.797
2009,1,19,22,2.227,-28.634,178.555,258.805,319.617,97.688,6.851,0.789
2009,1,19,23,2.074,-28.392,155.68,246.703,299.398,97.812,7.794,0.805
2006,1,20,0,3.802,-26.986,208.484,261.484,331.93,94.688,23.879,0.773
2002,1,20,1,4.688,-26.97,190.539,269.344,333.57,89.188,35.094,0.773
2002,1,20,2,4.492,-27.33,172.594,274.562,332.695,89.312,29.374,0.781
2002,1,20,3,4.313,-27.525,161.148,280.039,334.391,89.625,22.245,0.781
2002,1,20,4,4.133,-27.486,144.078,255.773,304.523,89.938,14.562,0.789
2002,1,20,5,4.129,-27.267,137.516,256.922,303.68,90.75,8.268,0.797
2002,1,20,6,4.157,-26.962,131.555,252.766,297.773,92.125,5.068,0.797
2002,1,20,7,4.158,-26.572,128.016,249.836,293.938,93.25,3.986,0.805
2002,1,20,8,4.219,-26.119,136.445,269.547,316.898,94.062,3.609,0.758
2002,1,20,9,4.302,-25.658,151.633,275.688,328.68,94.562,2.81,0.758
2002,1,20,10,4.385,-25.236,168.836,272.945,332.328,94.875,1.838,0.766
2019,1,20,11,4.3,-29.587,162.992,290.539,348.227,95.312,350.589,0.742
2019,1,20,12,4.323,-29.291,123.531,283.336,327.219,95.062,357.929,0.758
2019,1,20,13,4.376,-29.009,128.773,274.703,320.523,94.875,5.018,0.75
2019,1,20,14,4.427,-28.783,114.352,268.891,309.578,94.75,12.123,0.758
2019,1,20,15,4.538,-28.572,127.531,261.633,306.922,94.625,18.466,0.75
2019,1,20,16,4.694,-28.384,125.023,254.945,299.164,94.5,24.902,0.75
2019,1,20,17,4.938,-28.275,148.086,262.766,314.852,94.812,25.592,0.75
2010,1,20,18,2.435,-26.298,165.359,242.383,300.047,93.875,41.618,0.766
2010,1,20,19,2.571,-26.142,129.211,241.773,286.477,93.625,40.564,0.766
2010,1,20,20,2.667,-25.994,149.672,253.367,304.734,93.5,41.675,0.766
2010,1,20,21,2.757,-25.939,134.211,256.18,301.875,93.375,44.426,0.773
2010,1,20,22,2.893,-26.009,108.539,245.531,282.211,93.375,47.955,0.773
2002,1,20,23,4.499,-26.4,114.031,255.438,293.758,95.688,4.681,0.75
2002,1,21,0,4.345,-26.502,109.18,244.086,280.609,95.875,5.055,0.758
2002,1,21,1,4.218,-26.486,106.32,236.484,271.953,95.938,3.398,0.766
2002,1,21,2,4.003,-26.377,105.25,234.43,269.508,96.062,2.237,0.766
2002,1,21,3,3.777,-26.244,104.477,232.953,267.828,96.25,2.49,0.773
2002,1,21,4,3.622,-26.127,103.031,233.828,268.328,96.438,2.967,0.781
2002,1,21,5,3.683,-26.064,104.5,236.336,271.5,96.562,2.431,0.781
2002,1,21,6,3.854,-26.017,105.188,239.555,275.172,96.625,2.091,0.773
2002,1,21,7,3.972,-25.986,106.797,243.273,279.688,96.438,2.367,0.773
2002,1,21,8,4.081,-26.002,107.617,247.266,284.227,96.188,2.304,0.773
2002,1,21,9,4.181,-26.072,107.555,247.164,284.375,96.062,1.606,0.781
2004,1,21,10,4.181,-26.65,110.242,258.648,297.227,93.625,52.745,0.758
2004,1,21,11,4.16,-26.814,112.68,268.445,308.078,92.125,55.713,0.758
2004,1,21,12,4.04,-26.877,147.906,258.672,310.883,89.812,58.523,0.75
2004,1,21,13,3.986,-26.955,123.32,279.727,323.336,87.875,59.364,0.758
2002,1,21,14,3.536,-25.337,110.711,257.453,296.406,91.562,356.961,0.766
2002,1,21,15,3.4,-25.173,110.43,258.18,296.953,91.25,355.652,0.766
2010,1,21,16,1.756,-26.22,110.242,259.273,297.805,93.75,35.952,0.781
2010,1,21,17,1.811,-26.462,108.492,243.289,280.992,94.25,30.879,0.781
2010,1,21,18,2.124,-26.83,110.383,252.148,290.242,95.25,20.901,0.781
2010,1,21,19,2.429,-27.205,113.859,242.484,281.469,95.938,14.528,0.773
2019,1,21,20,3.942,-21.712,137.539,241.625,288.422,96.0,339.949,0.781
2020,1,21,21,1.37,-30.587,140.555,258.188,305.75,95.875,324.045,0.75
2002,1,21,22,4.066,-26.392,134.227,249.477,294.383,95.5,5.623,0.75
2019,1,21,23,3.027,-22.009,123.609,245.57,286.719,96.375,342.267,0.781
2002,1,22,0,3.859,-26.392,127.531,248.188,290.383,94.062,7.211,0.75
2019,1,22,1,2.838,-21.556,108.352,223.828,259.617,94.688,357.634,0.773
2019,1,22,2,3.075,-21.08,108.617,232.617,268.477,93.312,5.247,0.781
2019,1,22,3,3.278,-20.58,112.148,240.523,277.594,92.188,9.328,0.773
2002,1,22,4,3.182,-26.166,115.32,236.508,274.703,90.625,1.97,0.766
2002,1,22,5,3.023,-26.252,118.031,236.531,275.82,90.75,8.172,0.766
2013,1,22,6,1.46,-27.119,139.234,268.914,315.375,97.125,5.528,0.75
2013,1,22,7,1.567,-27.048,107.383,234.094,270.18,96.75,355.711,0.766
2013,1,22,8,1.664,-26.986,108.43,238.031,274.75,96.75,346.421,0.766
2013,1,22,9,1.734,-26.978,109.453,240.609,277.938,96.875,334.936,0.758
2013,1,22,10,1.851,-27.002,112.672,242.531,281.211,97.0,325.84,0.758
2011,1,22,11,3.347,-26.603,119.289,256.031,297.422,94.875,16.405,0.766
2013,1,22,12,1.736,-26.931,111.391,248.211,286.797,96.75,323.233,0.758
2013,1,22,13,1.736,-26.978,111.094,250.023,288.57,96.5,323.233,0.758
2013,1,22,14,1.686,-27.025,112.359,251.539,290.523,96.062,325.574,0.758
2013,1,22,15,1.58,-27.009,112.562,252.414,291.391,94.625,332.294,0.758
2009,1,22,16,1.525,-27.689,121.188,237.438,279.234,96.75,339.616,0.781
2013,1,22,17,1.535,-27.041,113.57,252.172,291.117,93.312,350.921,0.758
2009,1,22,18,1.974,-27.494,111.961,244.594,282.719,94.688,323.856,0.773
2009,1,22,19,2.528,-27.275,135.055,259.453,305.086,94.375,321.147,0.789
2009,1,22,20,3.141,-27.095,145.898,252.773,301.648,94.312,319.337,0.781
2011,1,22,21,1.846,-27.314,144.789,267.625,315.992,97.375,19.279,0.75
2011,1,22,22,1.859,-27.462,119.688,245.766,285.445,97.938,20.415,0.75
2010,1,22,23,2.973,-24.47,123.977,243.68,284.406,96.562,333.3,0.773
2011,1,23,0,2.071,-27.119,124.188,238.805,279.523,96.062,20.075,0.758
2011,1,23,1,2.175,-26.994,123.117,243.047,283.289,94.688,17.133,0.758
2011,1,23,2,2.255,-26.806,166.547,247.0,301.398,93.312,14.036,0.781
2011,1,23,3,2.278,-26.548,192.195,236.438,299.289,92.188,11.271,0.75
2013,1,23,4,2.299,-27.861,185.68,236.398,296.953,96.0,29.527,0.742
2009,1,23,5,3.033,-26.853,141.594,255.688,302.117,95.625,322.746,0.805
2013,1,23,6,2.46,-27.634,144.219,253.805,301.375,98.625,15.096,0.742
2019,1,23,7,1.06,-19.095,164.172,276.531,331.367,95.312,57.95,0.805
2013,1,23,8,2.461,-27.111,140.148,253.508,300.43,98.438,0.182,0.75
2019,1,23,9,0.818,-19.509,153.031,269.867,321.742,96.688,62.7,0.812
2019,1,23,10,0.682,-19.705,152.641,265.953,318.039,96.438,71.98,0.812
2002,1,23,11,2.657,-28.783,129.117,260.312,304.547,93.688,358.315,0.75
2002,1,23,12,2.547,-28.572,125.734,260.016,303.25,93.5,358.946,0.758
2011,1,23,13,2.61,-26.767,118.273,247.844,288.664,95.688,31.787,0.766
2011,1,23,14,2.573,-26.845,115.281,246.875,286.664,95.125,38.714,0.781
2011,1,23,15,2.608,-26.939,117.773,247.281,287.844,94.5,44.514,0.781
2011,1,23,16,2.674,-27.025,133.234,238.539,284.234,93.75,50.216,0.797
2011,1,23,17,2.83,-27.181,125.266,238.422,281.141,93.875,48.918,0.797
2009,1,23,18,2.922,-28.658,138.719,287.312,334.023,95.312,314.458,0.773
2014,1,23,19,3.022,-31.103,140.539,240.594,287.648,95.5,356.147,0.742
2009,1,23,20,1.857,-29.056,136.352,257.516,302.68,96.438,308.509,0.789
2009,1,23,21,1.592,-29.291,137.219,284.367,329.438,96.375,306.42,0.789
2014,1,23,22,3.604,-31.322,132.977,254.875,298.32,95.938,2.112,0.75
2010,1,23,23,1.679,-26.853,105.781,239.508,273.852,95.938,75.446,0.773
2002,1,24,0,2.677,-27.252,121.141,238.68,277.852,95.688,351.61,0.789
2010,1,24,1,1.729,-26.884,142.031,227.172,272.922,89.5,83.774,0.766
2010,1,24,2,1.681,-26.572,142.586,237.703,283.594,84.438,87.603,0.797
2002,1,24,3,2.098,-27.736,114.375,240.57,277.461,95.375,353.801,0.758
2006,1,24,4,1.682,-30.205,128.602,224.281,265.875,94.75,299.184,0.758
2009,1,24,5,2.078,-30.556,141.984,263.656,309.664,95.312,23.481,0.781
2002,1,24,6,1.421,-28.087,151.516,245.016,294.609,93.75,13.349,0.758
2009,1,24,7,2.073,-30.666,148.289,267.82,316.531,94.688,47.291,0.797
2009,1,24,8,2.282,-30.658,138.82,276.227,322.18,94.0,58.868,0.789
2009,1,24,9,2.522,-30.587,161.766,271.578,325.531,93.062,66.056,0.781
2009,1,24,10,2.795,-30.486,137.75,281.969,328.211,91.938,69.894,0.781
2009,1,24,11,3.081,-30.392,151.188,255.062,306.086,91.062,71.06,0.797
2006,1,24,12,1.327,-30.705,156.289,252.266,305.383,90.875,289.608,0.797
2009,1,24,13,3.637,-30.322,170.828,271.227,329.211,90.25,72.499,0.781
2006,1,24,14,1.322,-30.189,150.812,247.352,298.695,90.938,273.048,0.805
2011,1,24,15,1.569,-24.986,176.57,265.914,326.047,98.062,33.215,0.789
2011,1,24,16,2.376,-25.127,172.141,268.062,326.438,97.0,46.332,0.781
2006,1,24,17,1.336,-29.689,169.383,238.664,295.633,91.375,254.745,0.805
2006,1,24,18,1.444,-29.548,154.281,232.656,284.172,92.062,260.028,0.812
2006,1,24,19,1.542,-29.392,137.633,237.297,282.875,92.875,263.307,0.758
2006,1,24,20,1.591,-29.252,138.023,238.664,283.984,93.062,265.213,0.766
2006,1,24,21,1.591,-29.189,126.758,240.047,281.32,93.562,262.666,0.758
2006,1,24,22,1.567,-29.173,140.484,227.562,272.945,94.5,255.271,0.75
2006,1,24,23,1.5,-29.173,121.875,233.797,272.898,95.375,241.032,0.766
2006,1,25,0,1.47,-29.236,125.484,226.109,266.172,96.062,227.153,0.75
2006,1,25,1,1.403,-29.337,108.688,229.211,263.805,96.438,219.806,0.758
2006,1,25,2,1.354,-29.408,119.031,236.945,274.797,96.625,214.423,0.758
2006,1,25,3,1.337,-29.431,124.57,232.141,271.805,96.625,210.16,0.742
2006,1,25,4,1.332,-29.416,152.047,225.094,273.68,96.438,204.611,0.797
2006,1,25,5,1.325,-29.416,151.625,223.266,271.961,96.625,200.358,0.797
2006,1,25,6,1.273,-29.4,153.953,221.336,271.094,96.875,196.767,0.805
2012,1,25,7,3.594,-31.673,162.914,248.938,302.281,96.25,3.864,0.781
2012,1,25,8,3.6,-31.556,178.039,272.484,331.227,96.25,3.483,0.766
2011,1,25,9,5.701,-23.877,182.781,273.664,334.25,94.75,2.513,0.828
2012,1,25,10,3.733,-31.134,175.258,263.109,321.758,95.625,8.181,0.773
2006,1,25,11,1.28,-29.4,168.562,219.5,275.906,96.938,174.046,0.812
2002,1,25,12,1.954,-32.97,150.5,276.086,326.656,95.062,18.652,0.734
2011,1,25,13,3.928,-24.306,124.258,243.164,285.094,93.062,7.888,0.773
2011,1,25,14,3.375,-24.47,125.133,259.352,301.562,93.188,13.522,0.773
2011,1,25,15,3.017,-24.673,113.172,255.586,293.68,93.125,19.045,0.773
2021,1,25,16,3.839,-32.127,122.039,274.547,315.164,94.125,14.856,0.773
2011,1,25,17,2.929,-25.15,110.453,247.031,283.836,93.0,22.255,0.773
2021,1,25,18,3.607,-31.908,109.281,254.367,290.258,95.75,15.451,0.797
2011,1,25,19,3.748,-25.955,106.102,238.133,272.945,93.812,8.029,0.773
2011,1,25,20,4.087,-26.361,107.297,234.18,269.078,93.812,3.836,0.766
2011,1,25,21,4.346,-26.775,115.75,221.188,258.508,93.875,1.854,0.758
2011,1,25,22,4.587,-27.173,111.812,230.797,266.555,93.75,1.269,0.766
2011,1,25,23,4.339,-27.15,109.766,231.469,266.344,90.562,5.269,0.766
2011,1,26,0,3.806,-26.783,107.883,233.008,267.109,86.25,12.325,0.758
2011,1,26,1,3.311,-26.447,108.352,239.172,273.32,84.188,18.435,0.758
2011,1,26,2,2.886,-26.236,105.203,219.453,252.578,84.25,23.789,0.758
2011,1,26,3,2.667,-26.119,104.914,219.797,252.867,84.25,29.87,0.758
2020,1,26,4,1.912,-29.361,101.625,229.164,261.383,94.812,6.806,0.75
2011,1,26,5,2.663,-25.923,104.68,222.492,255.773,84.0,32.665,0.773
2002,1,26,6,1.683,-32.884,131.719,254.086,296.148,96.875,356.274,0.781
2011,1,26,7,3.106,-26.431,105.305,227.602,261.555,88.75,19.392,0.766
2011,1,26,8,3.244,-26.767,111.523,233.617,269.852,91.438,17.519,0.758
2009,1,26,9,3.048,-29.533,131.258,263.336,306.047,96.312,358.825,0.734
2009,1,26,10,3.258,-29.572,130.875,265.148,308.023,96.312,0.412,0.734
2009,1,26,11,3.143,-29.611,130.438,266.547,309.516,96.25,1.995,0.742
2011,1,26,12,3.662,-27.47,163.695,230.414,284.867,92.812,22.846,0.758
2009,1,26,13,2.647,-29.642,136.008,269.734,314.797,95.938,9.685,0.734
2002,1,26,14,1.486,-33.517,124.852,278.43,319.945,95.375,15.863,0.75
2002,1,26,15,1.433,-33.4,125.508,276.617,318.266,94.812,19.423,0.75
2002,1,26,16,1.37,-33.267,126.57,273.852,315.672,94.188,24.958,0.758
2002,1,26,17,1.355,-33.259,141.898,267.461,314.062,94.312,32.04,0.758
2009,1,26,18,2.523,-30.166,140.406,264.688,310.273,93.938,4.44,0.727
2002,1,26,19,1.57,-33.611,192.57,257.555,319.797,95.938,42.58,0.75
2002,1,26,20,1.73,-33.798,195.578,248.508,311.164,96.562,43.719,0.758
2002,1,26,21,1.862,-33.931,198.828,239.422,302.562,97.0,43.47,0.758
2006,1,26,22,2.182,-32.22,203.117,228.914,292.875,92.875,39.333,0.781
2009,1,26,23,3.054,-31.111,132.445,244.555,285.82,96.312,5.579,0.758
2002,1,27,0,1.846,-33.916,148.539,256.203,302.438,96.938,46.715,0.75
2002,1,27,1,1.795,-33.814,134.305,254.047,295.711,96.688,51.184,0.75
2002,1,27,2,1.779,-33.736,119.109,251.938,288.852,96.625,55.193,0.75
2002,1,27,3,1.786,-33.666,117.469,251.828,288.281,96.5,58.048,0.742
2002,1,27,4,1.801,-33.619,116.859,252.141,288.523,96.438,59.207,0.742
2002,1,27,5,1.859,-33.611,124.203,246.188,285.07,96.438,57.178,0.75
2002,1,27,6,1.953,-33.619,132.844,247.055,288.922,96.625,53.13,0.75
2002,1,27,7,2.017,-33.634,140.547,247.688,292.312,96.75,49.399,0.758
2002,1,27,8,2.05,-33.627,139.539,250.258,294.914,96.75,44.846,0.758
2002,1,27,9,2.068,-33.611,138.656,252.367,297.086,96.812,40.249,0.758
2002,1,27,10,2.067,-33.587,164.922,252.852,306.398,97.0,36.394,0.766
2017,1,27,11,3.307,-31.408,118.969,255.047,293.703,95.625,24.567,0.734
2002,1,27,12,1.948,-33.455,149.969,255.039,304.195,97.0,34.71,0.773
2002,1,27,13,1.875,-33.322,141.633,255.07,301.586,96.875,36.87,0.781
2002,1,27,14,1.825,-33.205,133.141,254.062,297.789,96.75,39.963,0.781
2017,1,27,15,2.673,-29.986,114.086,252.656,289.859,92.25,26.565,0.742
2017,1,27,16,2.577,-29.845,131.844,253.648,296.445,91.938,24.545,0.734
2017,1,27,17,2.543,-29.822,105.102,242.547,276.461,92.312,19.938,0.758
2017,1,27,18,2.518,-29.947,106.359,242.734,276.789,93.375,14.554,0.75
2017,1,27,19,2.419,-30.134,108.414,242.172,276.586,94.375,10.983,0.75
2017,1,27,20,2.259,-30.306,112.156,240.602,275.891,95.188,9.755,0.75
2017,1,27,21,2.107,-30.431,120.633,228.742,266.359,95.875,11.768,0.742
2017,1,27,22,2.014,-30.525,114.281,237.453,272.789,96.25,16.678,0.75
2017,1,27,23,2.025,-30.494,105.18,231.828,264.125,95.438,22.212,0.75
2002,1,28,0,1.661,-34.447,121.5,217.156,254.453,97.188,69.349,0.773
2002,1,28,1,1.824,-34.806,134.797,215.555,256.805,97.75,73.583,0.773
