Source,Latitude,Longitude,Time Zone,Elevation
NASA,-90.0,-0.0,14,2811.04
Year,Month,Day,Hour,Wspd,Tdry,DHI,DNI,GHI,rh,wdir,Albedo
2003,1,1,0,0.774,-27.111,123.219,285.656,332.852,87.438,268.843,0.773
2003,1,1,1,0.663,-26.931,140.156,285.539,339.109,85.5,278.13,0.773
2007,1,1,2,3.591,-24.119,145.297,307.742,363.266,90.625,228.263,0.797
2003,1,1,3,0.65,-26.775,136.734,287.273,339.617,81.5,308.66,0.766
2003,1,1,4,0.853,-26.767,143.945,296.078,351.359,77.812,311.285,0.773
2009,1,1,5,2.286,-21.189,162.0,304.195,366.594,94.5,80.956,0.766
2009,1,1,6,2.409,-21.252,118.57,292.914,338.844,93.188,74.386,0.781
2009,1,1,7,2.555,-21.22,123.133,299.555,347.547,91.375,66.962,0.781
2009,1,1,8,2.618,-21.103,117.867,294.742,340.992,89.25,58.919,0.781
2009,1,1,9,2.617,-20.861,124.5,318.039,367.195,87.5,49.844,0.789
2009,1,1,10,2.577,-20.603,122.367,309.242,357.836,86.375,40.451,0.797
2009,1,1,11,2.448,-20.447,125.242,316.031,365.984,86.688,30.493,0.797
2009,1,1,12,2.174,-20.509,147.992,322.43,381.648,87.875,18.435,0.781
2009,1,1,13,1.819,-20.744,136.875,341.742,396.594,89.125,4.682,0.789
2009,1,1,14,1.494,-20.97,161.906,308.625,373.5,89.875,351.277,0.805
2009,1,1,15,1.132,-21.08,208.758,329.117,412.617,89.875,337.684,0.789
2007,1,1,16,2.226,-22.939,200.367,313.398,393.406,90.312,125.14,0.75
2003,1,1,17,1.345,-27.439,208.805,317.594,400.586,84.438,306.737,0.797
2003,1,1,18,1.303,-27.298,197.914,314.734,392.945,84.125,296.719,0.797
2003,1,1,19,1.215,-27.189,208.961,316.266,398.305,82.625,285.287,0.789
2003,1,1,20,1.159,-27.08,202.812,317.844,396.93,83.688,266.135,0.797
2003,1,1,21,1.141,-26.931,202.781,320.062,398.617,84.0,246.595,0.805
2003,1,1,22,1.105,-26.83,206.711,320.094,399.688,84.5,231.024,0.797
2012,1,1,23,3.242,-26.658,196.039,298.422,373.57,92.312,333.991,0.758
2003,1,2,0,0.962,-26.509,176.82,312.086,379.586,88.625,246.557,0.812
2009,1,2,1,3.542,-21.158,212.414,311.406,392.18,93.812,353.032,0.758
2009,1,2,2,3.233,-21.009,192.734,315.438,388.711,95.125,344.587,0.766
2009,1,2,3,2.835,-20.9,242.523,294.656,387.0,96.0,340.017,0.758
2009,1,2,4,2.476,-20.845,194.984,302.703,377.188,96.562,340.079,0.758
2009,1,2,5,2.279,-20.877,188.523,299.453,371.805,96.812,347.727,0.766
2009,1,2,6,2.368,-20.916,209.812,303.227,384.211,96.812,359.055,0.766
2009,1,2,7,2.708,-20.962,131.273,308.523,359.516,96.438,8.294,0.773
2009,1,2,8,3.2,-21.072,155.375,309.109,369.859,95.625,14.274,0.773
2009,1,2,9,3.56,-21.228,145.672,303.945,361.266,94.375,15.531,0.773
2009,1,2,10,3.646,-21.416,205.859,295.25,376.711,93.312,12.875,0.766
2010,1,2,11,2.347,-28.095,220.648,318.648,406.43,95.75,344.159,0.758
2012,1,2,12,3.656,-26.009,265.812,312.07,418.336,89.75,304.2,0.766
2006,1,2,13,2.576,-28.541,266.164,303.07,409.484,89.438,29.831,0.789
2010,1,2,14,2.592,-27.556,208.312,333.508,416.773,92.375,348.351,0.766
2020,1,2,15,2.575,-26.212,196.156,316.719,395.094,93.938,19.315,0.758
2010,1,2,16,2.561,-27.291,187.109,334.984,409.383,91.625,347.49,0.766
2020,1,2,17,2.738,-26.166,136.453,327.656,381.734,91.938,30.151,0.758
2020,1,2,18,3.078,-26.072,135.844,324.586,378.109,90.5,23.962,0.75
2020,1,2,19,3.336,-26.009,163.031,327.602,391.414,89.75,19.284,0.75
2020,1,2,20,3.551,-25.892,203.781,314.57,393.789,89.375,15.963,0.758
2020,1,2,21,3.733,-25.775,184.398,311.547,382.758,89.438,13.804,0.766
2012,1,2,22,2.212,-27.759,150.414,321.383,379.133,83.5,358.178,0.75
2021,1,2,23,1.17,-31.869,190.164,311.719,384.133,95.688,32.735,0.75
2013,1,3,0,1.098,-25.377,143.594,301.516,356.016,83.25,39.806,0.758
2016,1,3,1,5.493,-27.283,174.25,282.508,348.695,93.25,269.022,0.805
2013,1,3,2,1.513,-25.556,165.391,310.219,372.852,83.5,63.303,0.758
2013,1,3,3,1.761,-25.627,150.117,304.227,361.164,83.5,68.671,0.758
2016,1,3,4,5.664,-27.08,151.992,320.93,378.93,92.75,269.526,0.789
2016,1,3,5,5.558,-27.087,146.414,310.289,366.422,92.875,266.454,0.789
2016,1,3,6,5.313,-27.111,210.641,320.469,401.68,93.0,261.715,0.781
2009,1,3,7,2.878,-23.72,174.148,321.242,388.625,91.688,12.225,0.781
2009,1,3,8,3.216,-23.517,135.93,321.773,374.719,91.375,5.157,0.789
2009,1,3,9,3.676,-23.291,186.906,326.062,399.328,90.438,357.32,0.812
2016,1,3,10,4.657,-26.775,251.68,315.633,415.109,92.0,251.413,0.758
2016,1,3,11,4.633,-26.634,183.008,319.25,391.914,91.812,250.801,0.766
2016,1,3,12,4.608,-26.462,159.391,320.688,384.18,91.625,251.719,0.773
2016,1,3,13,4.623,-26.298,139.859,320.102,375.898,91.625,252.086,0.773
2020,1,3,14,3.04,-23.509,155.148,318.0,379.883,87.125,358.822,0.766
2016,1,3,15,4.621,-25.978,139.227,319.078,374.523,91.812,250.34,0.766
2020,1,3,16,2.625,-23.345,133.055,311.508,364.305,86.125,359.318,0.766
2016,1,3,17,4.407,-25.595,135.438,323.711,377.203,91.812,244.707,0.781
2020,1,3,18,2.971,-23.384,122.359,304.344,352.383,88.312,7.555,0.758
2020,1,3,19,3.23,-23.447,124.594,302.055,350.641,90.062,10.169,0.758
2020,1,3,20,3.466,-23.502,124.047,300.227,348.273,91.375,11.31,0.75
2020,1,3,21,3.627,-23.564,132.555,294.289,345.289,92.5,11.431,0.758
2020,1,3,22,3.677,-23.642,129.008,289.93,339.258,93.0,11.644,0.758
2016,1,3,23,3.138,-23.9,123.055,300.125,346.953,91.062,225.807,0.797
2020,1,4,0,2.766,-23.673,125.703,287.375,335.023,90.625,15.567,0.766
2020,1,4,1,2.404,-23.642,141.289,285.828,339.273,89.625,18.965,0.758
2020,1,4,2,2.135,-23.58,125.859,293.359,340.961,88.0,23.281,0.766
2009,1,4,3,1.266,-22.127,153.047,325.656,383.469,95.625,0.354,0.758
2020,1,4,4,1.832,-23.478,145.188,305.281,360.453,86.938,30.503,0.742
2020,1,4,5,2.019,-23.455,132.219,307.195,357.672,86.562,26.169,0.758
2009,1,4,6,1.11,-22.509,141.016,323.914,377.914,94.875,327.653,0.781
2020,1,4,7,2.662,-23.603,131.391,311.07,361.836,89.188,12.2,0.742
2020,1,4,8,2.94,-23.767,129.555,312.344,362.734,90.438,6.407,0.742
2020,1,4,9,3.166,-23.884,127.828,313.531,363.562,91.375,1.98,0.742
2009,1,4,10,1.408,-23.095,124.0,287.25,335.93,97.188,287.43,0.781
2020,1,4,11,3.187,-23.916,122.5,311.18,359.625,92.375,356.064,0.758
2009,1,4,12,0.942,-22.611,116.18,287.422,333.391,95.312,292.949,0.789
2009,1,4,13,0.773,-22.298,113.523,283.25,328.234,93.25,294.492,0.789
2009,1,4,14,0.66,-22.056,114.227,284.203,329.469,89.375,297.474,0.781
2009,1,4,15,0.535,-21.798,114.586,284.836,330.156,83.0,303.69,0.781
2009,1,4,16,0.365,-21.595,114.641,290.266,335.453,77.0,315.0,0.789
2009,1,4,17,0.466,-21.697,114.703,282.961,327.953,76.625,328.707,0.781
2009,1,4,18,0.763,-21.978,117.289,292.836,338.578,80.062,325.008,0.781
2020,1,4,19,2.104,-23.884,132.477,306.68,358.141,86.25,20.656,0.758
2009,1,4,20,1.125,-22.541,120.711,278.266,324.703,86.938,324.324,0.773
2009,1,4,21,1.227,-22.744,119.898,282.992,328.805,89.562,324.59,0.773
2009,1,4,22,1.306,-22.908,113.328,272.789,315.82,91.0,323.267,0.781
2009,1,4,23,1.27,-22.955,112.32,279.117,321.547,90.625,325.528,0.781
2009,1,5,0,1.258,-22.962,113.047,277.68,320.227,87.062,333.435,0.781
2009,1,5,1,1.187,-22.931,111.938,270.984,313.023,85.812,337.148,0.781
2009,1,5,2,1.007,-22.9,111.516,281.086,322.953,85.0,344.238,0.781
2009,1,5,3,0.867,-22.916,112.055,276.281,318.414,83.875,0.0,0.781
2009,1,5,4,0.891,-22.955,112.766,273.406,315.945,82.75,21.615,0.773
2009,1,5,5,1.031,-23.095,115.547,278.719,322.508,82.688,24.624,0.781
2009,1,5,6,1.129,-23.252,118.062,276.023,321.031,82.062,10.766,0.773
2009,1,5,7,1.189,-23.4,120.789,287.641,333.977,81.125,352.828,0.773
2009,1,5,8,1.269,-23.533,119.5,285.484,331.633,80.75,331.699,0.766
2009,1,5,9,1.37,-23.666,134.164,286.945,339.086,80.938,313.614,0.773
2010,1,5,10,1.89,-23.33,177.016,299.484,368.742,95.812,7.125,0.766
2003,1,5,11,3.632,-24.697,188.023,306.961,380.969,95.25,17.655,0.758
2003,1,5,12,3.656,-24.712,135.742,316.438,370.039,95.188,18.822,0.766
2003,1,5,13,3.669,-24.783,135.133,315.391,368.836,95.062,19.014,0.758
2003,1,5,14,3.625,-24.916,133.977,313.703,366.695,94.688,19.255,0.766
2003,1,5,15,3.511,-25.041,159.383,314.312,377.234,94.25,19.362,0.766
2003,1,5,16,3.391,-25.189,178.867,298.578,368.953,93.562,19.938,0.766
2002,1,5,17,6.363,-22.47,179.688,332.219,402.492,96.188,349.173,0.789
2002,1,5,18,6.58,-22.728,189.242,328.742,402.312,96.188,351.052,0.781
2002,1,5,19,6.786,-23.017,192.328,325.68,399.953,95.938,353.521,0.781
2002,1,5,20,6.919,-23.259,177.758,326.156,394.32,95.75,355.532,0.789
2002,1,5,21,7.025,-23.462,172.312,314.32,379.945,95.688,358.853,0.789
2020,1,5,22,3.555,-25.439,165.008,292.977,355.531,84.625,20.586,0.75
2020,1,5,23,3.181,-25.377,131.203,296.797,346.281,84.312,23.291,0.75
2020,1,6,0,2.732,-25.267,140.633,289.641,342.484,84.125,26.492,0.766
2020,1,6,1,2.335,-25.173,154.055,287.18,344.945,85.062,30.339,0.758
2020,1,6,2,2.02,-25.119,137.18,291.406,342.828,86.625,34.12,0.758
2020,1,6,3,1.859,-25.08,119.805,294.969,339.945,87.5,36.629,0.758
2020,1,6,4,1.769,-25.017,131.789,290.469,340.102,87.625,38.186,0.758
2020,1,6,5,1.868,-24.986,119.594,295.812,341.062,88.188,34.953,0.758
2020,1,6,6,2.053,-25.041,120.234,295.43,341.188,89.438,31.936,0.758
2020,1,6,7,2.2,-25.166,126.516,297.82,346.281,90.75,32.674,0.758
2020,1,6,8,2.37,-25.33,142.664,303.602,358.602,92.062,36.152,0.758
2002,1,6,9,9.011,-22.869,146.547,309.422,366.188,92.188,6.922,0.828
2002,1,6,10,8.833,-22.861,147.039,317.328,374.609,92.812,3.905,0.828
2002,1,6,11,8.597,-22.673,174.336,316.992,385.227,92.688,1.51,0.828
2018,1,6,12,3.933,-21.494,141.664,305.977,361.562,95.25,6.73,0.758
2001,1,6,13,2.847,-25.619,180.812,321.117,392.141,96.125,325.961,0.797
2001,1,6,14,3.214,-25.556,160.445,324.406,387.422,96.312,325.499,0.797
2001,1,6,15,3.522,-25.455,143.812,327.906,384.289,96.375,323.842,0.805
2001,1,6,16,3.713,-25.322,134.133,330.375,382.781,96.312,322.093,0.812
2001,1,6,17,3.83,-25.244,135.539,333.383,386.086,96.562,320.628,0.812
2001,1,6,18,3.884,-25.189,149.023,328.906,386.508,96.5,318.098,0.805
2001,1,6,19,3.851,-25.119,161.812,322.836,384.945,96.438,314.589,0.805
2002,1,6,20,7.384,-22.572,122.336,294.883,341.57,95.75,354.597,0.789
2002,1,6,21,7.286,-22.814,112.508,273.594,316.242,95.812,354.277,0.789
2001,1,6,22,3.61,-24.908,131.812,308.031,357.617,95.688,295.511,0.805
2001,1,6,23,3.605,-24.923,132.328,305.875,355.398,95.5,288.317,0.812
2001,1,7,0,3.53,-25.017,134.242,302.977,353.016,95.375,283.175,0.805
2001,1,7,1,3.464,-25.142,154.5,306.828,364.297,95.312,281.183,0.812
2001,1,7,2,3.391,-25.291,203.969,293.656,369.508,95.25,280.352,0.812
2001,1,7,3,3.342,-25.447,255.086,283.352,378.344,95.062,279.418,0.812
2010,1,7,4,2.571,-21.119,286.594,262.969,370.141,89.688,13.53,0.781
2010,1,7,5,2.753,-20.892,160.852,287.641,348.07,89.938,10.959,0.781
2002,1,7,6,5.959,-22.494,272.508,284.516,387.516,94.188,345.654,0.805
2002,1,7,7,5.915,-22.689,217.297,309.57,392.234,94.938,347.8,0.812
2002,1,7,8,5.976,-22.908,217.656,328.07,411.422,95.312,350.747,0.82
2001,1,7,9,2.53,-25.392,206.562,308.188,387.703,91.312,281.761,0.82
2001,1,7,10,2.435,-25.361,178.984,319.031,388.32,91.25,283.546,0.836
2002,1,7,11,6.522,-23.345,175.281,274.648,342.906,94.438,353.811,0.82
2002,1,7,12,6.473,-23.111,178.594,321.578,391.359,92.812,353.347,0.812
2001,1,7,13,2.149,-25.814,198.055,319.375,396.781,95.125,301.321,0.82
2010,1,7,14,2.91,-20.595,192.492,302.859,378.156,91.438,22.573,0.781
2010,1,7,15,2.847,-20.689,136.195,311.844,365.023,90.875,26.565,0.781
2010,1,7,16,2.871,-20.798,151.758,303.938,362.984,90.125,30.402,0.781
2010,1,7,17,3.331,-20.978,138.977,288.656,342.469,89.0,29.812,0.773
2010,1,7,18,3.885,-21.306,125.469,299.945,348.234,88.812,27.029,0.781
2010,1,7,19,4.21,-21.728,124.719,301.258,348.938,88.938,25.852,0.781
2010,1,7,20,4.476,-22.212,122.484,282.352,328.836,89.0,25.76,0.781
2010,1,7,21,4.797,-22.666,127.672,293.188,341.305,89.188,26.189,0.789
2010,1,7,22,5.143,-23.072,132.141,275.758,325.25,89.25,27.305,0.789
2002,1,7,23,5.63,-23.002,154.883,285.977,343.695,94.375,354.266,0.758
2002,1,8,0,5.509,-23.002,159.531,282.992,342.219,93.0,353.077,0.758
2002,1,8,1,5.336,-23.064,124.688,290.188,336.375,91.812,351.241,0.758
2002,1,8,2,5.123,-23.103,122.164,288.398,333.633,90.75,350.609,0.758
2002,1,8,3,4.868,-23.119,119.383,287.328,331.594,90.0,351.974,0.766
2002,1,8,4,4.683,-23.119,117.617,289.508,333.266,88.938,353.005,0.766
2002,1,8,5,4.641,-23.33,115.641,292.453,335.672,89.562,356.622,0.766
2002,1,8,6,4.681,-23.697,112.891,286.758,329.195,91.0,1.434,0.773
2018,1,8,7,4.689,-21.83,131.719,282.656,332.461,93.875,332.624,0.773
2018,1,8,8,4.582,-21.877,130.367,285.5,335.117,93.938,330.813,0.773
2018,1,8,9,4.483,-21.916,126.07,285.68,333.969,93.875,329.413,0.773
2012,1,8,10,1.862,-27.869,143.891,318.359,373.961,90.312,26.135,0.75
2018,1,8,11,3.963,-21.814,118.25,291.461,337.234,91.812,329.036,0.773
2018,1,8,12,3.429,-21.47,118.164,292.492,338.383,90.0,328.7,0.773
2018,1,8,13,2.947,-21.22,119.969,293.234,339.906,89.312,326.9,0.766
2018,1,8,14,2.608,-21.041,124.562,298.656,347.109,88.812,323.405,0.766
2018,1,8,15,2.309,-20.931,126.164,296.117,345.102,88.625,318.978,0.766
2001,1,8,16,3.166,-26.931,135.617,277.016,329.453,95.25,12.253,0.836
2001,1,8,17,3.227,-26.962,140.727,291.625,345.766,94.438,14.44,0.773
2001,1,8,18,3.343,-26.908,139.859,287.68,341.164,93.562,14.621,0.773
2001,1,8,19,3.447,-26.884,138.766,283.539,336.234,93.062,14.036,0.781
2001,1,8,20,3.479,-26.892,141.227,282.883,336.141,92.938,12.975,0.773
2004,1,8,21,3.959,-27.877,139.242,305.156,357.5,93.188,32.593,0.766
2001,1,8,22,3.363,-26.97,158.031,273.102,331.891,93.938,10.71,0.773
2001,1,8,23,2.713,-26.548,162.695,253.969,314.172,91.125,8.947,0.836
2010,1,9,0,3.282,-25.306,173.461,266.047,330.047,88.75,355.769,0.773
2010,1,9,1,2.86,-25.22,164.312,277.086,337.578,88.0,358.748,0.773
2002,1,9,2,3.719,-26.611,189.891,269.945,339.852,92.938,351.666,0.766
2010,1,9,3,2.195,-25.212,220.609,255.648,336.953,89.25,359.388,0.758
2011,1,9,4,2.913,-26.228,209.688,289.75,367.383,92.625,10.978,0.773
2002,1,9,5,3.311,-26.447,161.445,270.531,330.523,91.625,356.348,0.766
2002,1,9,6,3.18,-26.361,197.242,277.062,350.773,91.375,359.578,0.766
2002,1,9,7,3.098,-26.275,194.906,280.32,353.641,91.188,2.891,0.758
2002,1,9,8,3.053,-26.173,192.469,284.211,357.102,91.062,5.433,0.758
2002,1,9,9,3.034,-26.056,138.641,286.281,339.125,91.0,7.546,0.758
2002,1,9,10,3.012,-25.955,115.266,284.984,329.18,91.312,9.707,0.773
2002,1,9,11,2.987,-25.705,114.57,280.906,325.039,90.688,12.691,0.773
2002,1,9,12,2.943,-25.4,114.508,277.977,322.234,90.125,14.922,0.781
2002,1,9,13,2.874,-25.189,114.172,277.281,321.484,90.438,15.774,0.781
2002,1,9,14,2.922,-25.033,115.055,275.352,319.891,90.875,16.303,0.773
2002,1,9,15,3.01,-24.908,114.984,273.227,317.648,91.25,15.659,0.773
2002,1,9,16,3.112,-24.798,115.32,272.289,316.688,91.5,14.839,0.773
2002,1,9,17,3.276,-24.845,113.992,270.797,314.469,92.75,13.937,0.773
2002,1,9,18,3.471,-25.025,114.625,269.43,313.07,94.75,14.599,0.773
2002,1,9,19,3.757,-25.134,115.047,267.734,311.242,95.812,16.551,0.773
2002,1,9,20,4.126,-25.22,122.047,264.625,310.438,96.312,18.778,0.773
2002,1,9,21,4.406,-25.205,132.508,263.555,312.945,96.375,20.556,0.773
2004,1,9,22,2.784,-27.087,132.57,267.867,317.109,93.562,21.742,0.773
2004,1,9,23,2.735,-26.978,132.141,266.523,315.344,93.5,19.004,0.773
2004,1,10,0,2.689,-26.752,125.07,269.664,315.688,92.75,15.328,0.773
2004,1,10,1,2.795,-26.47,119.125,265.961,309.695,91.938,11.121,0.766
2004,1,10,2,2.905,-26.127,115.289,270.992,313.305,91.125,7.106,0.773
2004,1,10,3,2.96,-25.744,116.242,272.32,315.047,90.625,3.784,0.766
2004,1,10,4,2.978,-25.369,119.859,268.477,312.664,90.375,1.654,0.766
2004,1,10,5,3.039,-25.134,116.336,276.633,319.727,91.188,0.736,0.773
2004,1,10,6,3.04,-25.08,118.992,273.5,317.828,93.062,1.178,0.773
2004,1,10,7,2.951,-25.064,119.766,284.305,329.219,94.562,3.491,0.781
2011,1,10,8,1.996,-28.244,142.078,304.555,358.094,89.5,21.343,0.766
2011,1,10,9,2.033,-28.423,143.914,301.555,356.141,91.5,18.365,0.766
2011,1,10,10,2.052,-28.455,146.961,297.828,353.891,93.375,16.365,0.766
2006,1,10,11,4.11,-27.572,177.164,309.625,377.445,94.938,358.911,0.758
2006,1,10,12,4.086,-27.494,137.273,306.188,358.914,94.375,0.548,0.758
2006,1,10,13,4.087,-27.486,133.094,302.984,354.188,93.875,1.314,0.758
2006,1,10,14,4.156,-27.455,134.352,302.898,354.578,93.375,3.556,0.758
2006,1,10,15,4.28,-27.377,134.203,302.086,353.617,92.75,4.712,0.758
2006,1,10,16,4.288,-27.298,129.562,311.93,361.5,92.0,5.856,0.758
2006,1,10,17,4.372,-27.361,123.43,300.047,347.031,92.25,7.392,0.758
2006,1,10,18,4.363,-27.58,123.312,295.328,341.984,93.188,10.002,0.758
2006,1,10,19,4.224,-27.767,126.031,298.203,345.555,93.75,13.368,0.758
2011,1,10,20,1.1,-26.431,122.312,282.562,328.242,80.312,317.015,0.766
2011,1,10,21,1.201,-26.744,175.5,287.148,352.227,82.875,321.34,0.766
2005,1,10,22,3.767,-26.892,140.953,285.781,337.555,96.375,5.474,0.75
2005,1,10,23,3.586,-26.587,131.586,278.875,326.945,95.312,8.518,0.75
2005,1,11,0,3.299,-26.15,119.562,277.516,321.016,94.438,12.028,0.75
2005,1,11,1,3.125,-25.853,119.922,274.68,318.211,93.625,12.855,0.758
2005,1,11,2,3.211,-25.58,116.031,270.469,312.562,92.625,11.365,0.758
2005,1,11,3,3.301,-25.228,118.172,270.016,312.953,91.75,8.437,0.766
2011,1,11,4,2.491,-26.431,117.406,281.875,324.797,86.75,334.158,0.781
2005,1,11,5,3.243,-24.275,117.625,264.961,308.031,91.625,1.38,0.758
2005,1,11,6,3.112,-23.845,114.992,257.281,299.641,92.938,357.698,0.766
2005,1,11,7,2.962,-23.447,116.688,268.938,312.203,94.0,355.613,0.766
2005,1,11,8,2.857,-23.119,113.312,273.125,315.43,94.812,354.508,0.766
2005,1,11,9,2.805,-22.853,112.492,280.422,322.688,95.25,353.924,0.773
2012,1,11,10,1.912,-27.337,116.094,283.766,327.844,95.312,13.468,0.766
2012,1,11,11,2.386,-27.173,119.305,299.25,344.766,95.25,20.512,0.773
2012,1,11,12,2.786,-26.767,117.625,282.984,328.008,93.875,20.518,0.758
2012,1,11,13,3.105,-26.306,122.523,304.508,351.484,92.5,18.481,0.766
2012,1,11,14,3.304,-25.884,120.281,281.766,327.875,91.562,15.778,0.758
2012,1,11,15,3.424,-25.533,128.703,307.812,357.062,90.938,13.592,0.766
2002,1,11,16,7.888,-23.22,125.883,285.859,333.727,94.938,13.926,0.773
2002,1,11,17,7.634,-23.408,118.586,277.117,321.984,95.562,13.553,0.781
2002,1,11,18,7.409,-23.65,113.5,274.656,317.328,95.938,13.787,0.781
2002,1,11,19,7.049,-23.845,113.656,270.172,312.602,95.938,14.375,0.781
2002,1,11,20,6.791,-24.002,115.0,265.539,308.164,95.812,16.371,0.781
2020,1,11,21,4.506,-24.462,129.969,287.75,335.68,95.688,11.096,0.773
2020,1,11,22,4.612,-24.33,143.0,284.422,336.82,95.5,9.654,0.781
2011,1,11,23,2.023,-25.798,158.352,283.781,341.414,92.625,18.925,0.758
2006,1,12,0,3.149,-26.83,166.789,266.945,327.312,94.25,0.427,0.766
2006,1,12,1,3.378,-26.517,131.047,275.508,322.828,93.5,357.614,0.766
2006,1,12,2,3.633,-26.166,120.836,270.0,313.609,93.062,353.456,0.758
2011,1,12,3,2.007,-25.923,113.461,259.117,300.188,84.812,51.48,0.773
2010,1,12,4,3.504,-25.861,124.359,274.391,319.477,93.625,342.615,0.758
2011,1,12,5,2.474,-26.267,113.742,258.602,300.094,83.875,66.754,0.773
2010,1,12,6,3.308,-25.673,120.508,277.727,321.875,95.5,337.797,0.766
2010,1,12,7,3.029,-25.634,119.242,279.492,323.461,95.75,338.199,0.766
2006,1,12,8,4.535,-25.845,139.891,281.336,333.289,95.688,2.468,0.766
2010,1,12,9,2.792,-25.556,119.242,284.812,329.375,95.625,341.565,0.766
2010,1,12,10,2.747,-25.517,121.328,289.359,334.977,95.562,341.771,0.758
2010,1,12,11,2.704,-25.525,124.391,291.406,338.398,95.562,343.031,0.758
2010,1,12,12,2.678,-25.595,127.102,292.914,341.094,95.688,344.95,0.758
2003,1,12,13,2.049,-27.423,140.852,298.93,352.516,92.25,349.676,0.75
2003,1,12,14,2.127,-27.416,140.828,300.711,354.289,90.625,340.7,0.758
2003,1,12,15,2.176,-27.377,134.898,310.227,361.445,89.0,330.766,0.75
2003,1,12,16,2.191,-27.275,129.508,300.156,349.156,87.625,320.064,0.75
2010,1,12,17,2.16,-26.056,124.797,292.461,339.336,94.0,354.186,0.75
2003,1,12,18,2.102,-27.416,122.391,299.25,345.031,90.125,307.296,0.758
2003,1,12,19,1.883,-27.478,121.367,294.625,339.711,91.938,306.394,0.758
2002,1,12,20,5.704,-18.275,143.453,271.766,324.562,97.125,359.294,0.789
2003,1,12,21,1.467,-27.572,121.828,281.281,325.875,94.688,323.008,0.758
2010,1,12,22,1.668,-25.939,139.812,270.32,321.039,92.062,355.972,0.758
2010,1,12,23,1.564,-25.837,141.484,294.5,345.539,91.562,357.423,0.758
2010,1,13,0,1.383,-25.728,127.625,269.047,314.898,91.75,358.382,0.758
2002,1,13,1,5.931,-17.197,130.297,258.969,305.688,96.25,7.34,0.805
2002,1,13,2,5.828,-17.064,108.812,258.273,297.266,96.0,11.521,0.812
2002,1,13,3,5.983,-16.814,109.18,261.875,301.055,95.625,14.907,0.812
2002,1,13,4,6.262,-16.541,109.945,263.125,302.703,95.312,13.932,0.812
2002,1,13,5,6.601,-16.267,111.102,264.828,305.016,95.75,7.344,0.812
2002,1,13,6,6.418,-16.127,109.992,261.297,301.312,97.062,3.42,0.82
2002,1,13,7,6.206,-16.009,108.531,259.227,298.977,97.625,1.587,0.828
2002,1,13,8,6.351,-15.884,108.172,260.938,300.836,97.688,357.18,0.852
2002,1,13,9,6.502,-15.759,126.172,300.203,347.047,97.75,350.175,0.852
2002,1,13,10,6.535,-15.673,145.648,328.0,382.391,97.875,342.54,0.844
2002,1,13,11,6.556,-15.603,138.281,334.148,386.047,97.625,335.573,0.836
2002,1,13,12,6.546,-15.595,132.242,335.047,384.836,97.312,329.916,0.828
2002,1,13,13,6.518,-15.744,129.305,330.914,379.688,96.5,324.71,0.828
2011,1,13,14,1.936,-25.259,128.0,295.961,344.297,93.5,25.324,0.758
2018,1,13,15,2.075,-22.322,120.211,294.969,340.172,97.5,6.269,0.781
2018,1,13,16,1.971,-22.47,115.227,285.906,329.086,97.5,15.634,0.781
2002,1,13,17,5.34,-17.345,112.711,271.312,313.367,92.5,317.134,0.797
2002,1,13,18,4.885,-17.861,116.008,266.461,309.477,93.875,319.15,0.797
2011,1,13,19,1.418,-23.775,117.547,278.344,321.672,93.0,7.282,0.766
2011,1,13,20,1.374,-23.814,116.578,274.359,317.008,94.125,5.548,0.766
2002,1,13,21,3.463,-18.759,114.477,247.898,289.422,94.312,332.452,0.797
2011,1,13,22,1.242,-23.884,120.477,284.578,328.039,95.625,359.64,0.766
2011,1,13,23,1.167,-23.783,115.438,277.93,319.336,95.188,355.778,0.766
2011,1,14,0,1.147,-23.634,113.234,262.75,303.195,94.375,350.987,0.758
2011,1,14,1,1.16,-23.548,111.539,270.523,310.266,93.812,344.373,0.773
2011,1,14,2,1.191,-23.486,114.703,263.445,304.297,93.312,337.64,0.766
2011,1,14,3,1.237,-23.455,118.992,258.172,300.609,92.875,332.14,0.766
2011,1,14,4,1.294,-23.455,115.93,268.703,310.18,92.625,327.078,0.773
2008,1,14,5,4.362,-26.65,129.594,286.195,332.875,93.688,353.728,0.742
2011,1,14,6,1.278,-23.783,122.812,258.461,302.867,94.75,323.2,0.766
2011,1,14,7,1.238,-23.9,114.148,269.516,311.062,95.75,322.696,0.773
2011,1,14,8,1.222,-23.962,115.422,260.977,303.289,96.375,323.057,0.766
2011,1,14,9,1.241,-24.009,112.344,273.57,315.023,96.75,323.707,0.773
2011,1,14,10,1.333,-24.08,111.805,264.469,305.969,96.625,326.962,0.773
2011,1,14,11,1.341,-24.048,111.328,265.0,306.523,96.062,329.551,0.773
2011,1,14,12,1.406,-23.962,109.906,278.5,319.641,95.625,327.016,0.781
2006,1,14,13,3.103,-20.017,110.109,254.469,295.688,96.812,355.524,0.789
2011,1,14,14,1.547,-23.767,110.266,278.234,319.578,94.25,314.182,0.781
2011,1,14,15,1.497,-23.65,111.609,265.242,307.0,92.938,309.92,0.773
2011,1,14,16,1.396,-23.564,111.406,261.312,302.844,90.938,308.409,0.773
2011,1,14,17,1.245,-23.548,110.453,269.828,310.797,90.75,306.582,0.781
2011,1,14,18,1.08,-23.627,116.523,267.391,310.328,91.5,301.39,0.773
