Source,Latitude,Longitude,Time Zone,Elevation
NASA/POWER,-90.0,0.0,14.0,2811.04
year,month,day,hour,ghi,dni,dhi,tdry,twet,Tdew,wspd,wdir,rh,pres,snow,albedo,aod
2021,1,1,0,479.32,1118.414,51.891,-32.134,-32.509,-32.884,0.837,78.69,92.188,681.539,,0.758,0.0
2021,1,1,1,477.758,1117.672,51.43,-32.228,-32.58,-32.939,0.967,77.873,92.562,681.419,,0.75,0.0
2021,1,1,2,477.664,1117.812,51.367,-32.306,-32.65,-33.002,1.105,77.339,92.75,681.314,,0.75,0.0
2021,1,1,3,479.312,1122.211,50.648,-32.377,-32.712,-33.056,1.262,76.394,92.875,681.194,,0.758,0.0
2021,1,1,4,480.047,1112.602,53.68,-32.423,-32.759,-33.095,1.448,74.989,92.875,681.05,,0.75,0.0
2021,1,1,5,483.961,1125.016,50.828,-32.447,-32.791,-33.134,1.637,73.641,92.75,680.889,,0.75,0.0
2021,1,1,6,486.766,1126.758,50.477,-32.455,-32.806,-33.166,1.806,72.114,92.625,680.791,,0.75,0.0
2021,1,1,7,489.82,1128.039,50.258,-32.478,-32.83,-33.189,1.97,70.056,92.5,680.719,,0.742,0.0
2021,1,1,8,492.141,1122.227,51.969,-32.494,-32.853,-33.212,2.131,68.043,92.375,680.638,,0.75,0.0
2021,1,1,9,495.773,1125.852,51.398,-32.509,-32.877,-33.252,2.253,66.28,92.25,680.551,,0.75,0.0
2021,1,1,10,498.531,1126.484,51.406,-32.533,-32.9,-33.275,2.341,64.717,92.188,680.462,,0.75,0.0
2021,1,1,11,501.086,1128.461,51.141,-32.533,-32.916,-33.298,2.418,63.932,92.0,680.289,,0.75,0.0
2021,1,1,12,502.75,1129.82,50.836,-32.509,-32.908,-33.306,2.495,63.595,91.625,680.118,,0.75,0.0
2021,1,1,13,503.344,1127.594,51.602,-32.462,-32.884,-33.298,2.544,62.963,91.312,679.953,,0.75,0.0
2021,1,1,14,503.023,1126.461,51.781,-32.166,-32.681,-33.205,2.171,56.596,89.312,679.903,,0.75,0.0
2021,1,1,15,502.742,1130.57,50.656,-32.017,-32.58,-33.134,2.192,52.967,88.625,679.89,,0.75,0.0
2021,1,1,16,501.188,1131.398,50.297,-31.861,-32.447,-33.033,2.211,49.443,88.062,679.878,,0.742,0.0
2021,1,1,17,499.156,1132.32,50.039,-31.72,-32.322,-32.923,2.276,45.834,87.875,679.806,,0.742,0.0
2021,1,1,18,496.43,1132.148,50.0,-31.619,-32.212,-32.798,2.371,42.997,88.062,679.749,,0.742,0.0
2021,1,1,19,493.414,1132.859,49.617,-31.556,-32.127,-32.689,2.432,40.701,88.5,679.71,,0.742,0.0
2021,1,1,20,490.289,1133.234,49.375,-31.509,-32.048,-32.587,2.474,38.462,89.062,679.699,,0.742,0.0
