Source,Latitude,Longitude,Time Zone,Elevation
NASA/POWER,-90.0,0.0,14.0,2811.04
year,month,day,hour,ghi,dni,dhi,tdry,twet,Tdew,wspd,wdir,rh,pres,snow,albedo,aod
2007,1,1,0,354.445,135.422,302.586,-24.377,-24.892,-25.408,4.118,237.787,90.062,692.503,,0.805,0.0
2007,1,1,1,364.398,143.375,309.602,-24.252,-24.752,-25.244,3.845,231.849,90.375,692.716,,0.797,0.0
2007,1,1,2,363.266,145.297,307.742,-24.119,-24.603,-25.095,3.591,228.263,90.625,692.895,,0.797,0.0
2007,1,1,3,387.133,194.648,312.633,-23.978,-24.455,-24.931,3.437,225.921,90.812,693.066,,0.766,0.0
2007,1,1,4,399.625,238.672,307.969,-23.861,-24.314,-24.775,3.39,222.291,91.188,693.226,,0.758,0.0
2007,1,1,5,392.586,202.062,314.633,-23.556,-24.064,-24.58,3.356,217.243,90.188,693.409,,0.766,0.0
2007,1,1,6,398.211,212.031,315.945,-23.095,-23.689,-24.291,3.298,211.732,88.688,693.693,,0.766,0.0
2007,1,1,7,386.617,169.266,320.523,-22.642,-23.283,-23.923,3.223,204.639,88.062,693.986,,0.773,0.0
2007,1,1,8,397.414,158.0,335.312,-22.252,-22.884,-23.517,3.032,196.006,88.188,694.262,,0.781,0.0
2007,1,1,9,408.117,220.703,320.828,-21.978,-22.572,-23.166,2.659,186.749,88.875,694.461,,0.766,0.0
2007,1,1,10,414.5,271.359,306.57,-21.908,-22.462,-23.009,2.426,176.861,89.688,694.631,,0.766,0.0
2007,1,1,11,408.25,229.531,316.547,-22.025,-22.556,-23.095,2.278,166.107,90.0,694.729,,0.773,0.0
2007,1,1,12,394.492,198.453,314.953,-22.244,-22.775,-23.314,2.153,155.109,90.0,694.744,,0.781,0.0
2007,1,1,13,382.961,186.109,308.25,-22.47,-23.009,-23.548,2.119,146.427,89.875,694.805,,0.789,0.0
2007,1,1,14,345.594,192.461,268.336,-22.642,-23.181,-23.72,2.131,138.715,89.812,694.854,,0.789,0.0
2007,1,1,15,402.984,267.461,295.82,-22.791,-23.322,-23.853,2.153,131.616,90.0,694.835,,0.758,0.0
2007,1,1,16,393.406,200.367,313.398,-22.939,-23.447,-23.962,2.226,125.14,90.312,694.778,,0.75,0.0
2007,1,1,17,398.344,248.984,299.391,-23.095,-23.572,-24.048,2.345,119.982,90.875,694.696,,0.758,0.0
2007,1,1,18,408.625,314.727,284.266,-23.236,-23.673,-24.111,2.464,115.346,91.562,694.665,,0.75,0.0
2007,1,1,19,416.859,391.969,262.992,-23.361,-23.767,-24.166,2.601,110.395,92.25,694.591,,0.758,0.0
2007,1,1,20,409.211,375.25,262.906,-23.47,-23.845,-24.228,2.731,105.428,92.688,694.424,,0.758,0.0
2007,1,1,21,430.195,535.367,222.844,-23.595,-23.947,-24.298,2.816,100.874,93.125,694.224,,0.766,0.0
2007,1,1,22,423.359,486.453,236.086,-23.736,-24.064,-24.4,2.85,97.086,93.438,694.061,,0.773,0.0
2007,1,1,23,413.469,399.656,260.367,-23.814,-24.173,-24.533,2.801,93.038,93.0,693.829,,0.773,0.0
2007,1,2,0,422.133,520.93,223.289,-23.869,-24.275,-24.689,2.712,88.679,92.0,693.58,,0.781,0.0
2007,1,2,1,414.734,555.281,203.195,-23.908,-24.377,-24.845,2.641,85.588,90.938,693.322,,0.766,0.0
2007,1,2,2,421.422,600.914,192.547,-23.9,-24.423,-24.955,2.588,83.24,89.875,693.086,,0.773,0.0
2007,1,2,3,419.211,595.414,192.07,-23.744,-24.337,-24.931,2.552,81.374,88.75,692.841,,0.773,0.0
2007,1,2,4,410.125,531.734,206.617,-23.353,-24.002,-24.658,2.521,80.187,87.812,692.572,,0.773,0.0
2007,1,2,5,400.273,442.25,230.219,-22.908,-23.58,-24.244,2.472,79.436,87.562,692.26,,0.773,0.0
