Source,Latitude,Longitude,Time Zone,Elevation
NASA/POWER,-90.0,0.0,14.0,2811.04
year,month,day,hour,ghi,dni,dhi,tdry,twet,Tdew,wspd,wdir,rh,pres,snow,albedo,aod
2008,1,1,0,432.844,619.18,195.562,-27.83,-28.119,-28.408,2.72,30.174,94.125,684.214,,0.766,0.0
2008,1,1,1,431.508,616.359,195.758,-27.689,-28.002,-28.314,2.366,25.634,93.688,684.355,,0.773,0.0
2008,1,1,2,433.398,629.812,192.539,-27.525,-27.861,-28.205,2.246,19.506,93.062,684.525,,0.781,0.0
2008,1,1,3,434.242,657.898,182.234,-27.345,-27.712,-28.08,2.124,12.963,92.688,684.719,,0.742,0.0
2008,1,1,4,427.055,562.25,210.984,-27.197,-27.58,-27.955,1.93,5.11,92.312,684.897,,0.773,0.0
2008,1,1,5,426.844,539.602,218.508,-27.134,-27.494,-27.853,1.759,357.964,92.812,685.048,,0.758,0.0
2008,1,1,6,424.094,518.211,222.875,-27.166,-27.478,-27.791,1.585,352.07,93.688,685.181,,0.75,0.0
2008,1,1,7,434.344,507.992,235.844,-27.259,-27.525,-27.798,1.385,347.296,94.5,685.34,,0.758,0.0
2008,1,1,8,416.664,411.047,254.992,-27.361,-27.595,-27.837,1.236,343.856,95.125,685.468,,0.758,0.0
2008,1,1,9,407.688,335.5,274.898,-27.439,-27.65,-27.861,1.146,342.553,95.625,685.594,,0.766,0.0
2008,1,1,10,431.297,402.008,271.297,-27.517,-27.705,-27.892,1.107,342.332,96.188,685.729,,0.766,0.0
2008,1,1,11,417.953,377.234,267.125,-27.533,-27.712,-27.892,1.096,344.279,96.25,685.919,,0.766,0.0
2008,1,1,12,429.266,407.859,265.68,-27.533,-27.72,-27.908,1.105,345.669,96.062,686.151,,0.781,0.0
2008,1,1,13,430.133,408.109,266.188,-27.595,-27.791,-27.986,1.133,344.814,95.938,686.375,,0.781,0.0
2008,1,1,14,393.32,429.305,220.875,-27.65,-27.853,-28.064,1.159,343.153,95.688,686.616,,0.75,0.0
2008,1,1,15,430.586,396.328,271.672,-27.712,-27.916,-28.127,1.176,340.602,95.625,686.791,,0.773,0.0
2008,1,1,16,432.805,434.969,258.984,-27.752,-27.962,-28.181,1.181,337.847,95.5,686.965,,0.758,0.0
2008,1,1,17,449.344,545.562,232.359,-27.837,-28.041,-28.236,1.184,333.773,95.75,687.222,,0.766,0.0
2008,1,1,18,435.523,509.609,234.016,-27.931,-28.111,-28.291,1.187,329.554,96.125,687.522,,0.758,0.0
2008,1,1,19,454.039,661.047,194.344,-27.994,-28.166,-28.33,1.161,326.524,96.438,687.788,,0.758,0.0
2008,1,1,20,456.188,723.211,173.992,-28.064,-28.22,-28.377,1.12,326.088,96.75,688.0,,0.758,0.0
2008,1,1,21,437.695,610.5,201.062,-28.142,-28.298,-28.447,1.194,326.206,96.75,688.191,,0.773,0.0
