Source,Latitude,Longitude,Time Zone,Elevation
NASA/POWER,-90.0,0.0,14.0,2811.04
year,month,day,hour,ghi,dni,dhi,tdry,twet,Tdew,wspd,wdir,rh,pres,snow,albedo,aod
2004,1,1,0,479.055,1120.68,49.539,-26.517,-27.205,-27.892,3.27,55.513,86.812,697.746,,0.742,0.0
2004,1,1,1,478.141,1120.75,49.414,-26.462,-27.134,-27.806,3.223,54.769,87.125,697.686,,0.742,0.0
2004,1,1,2,478.078,1119.711,49.82,-26.408,-27.072,-27.728,3.205,53.326,87.25,697.665,,0.75,0.0
2004,1,1,3,478.969,1121.484,49.344,-26.337,-27.002,-27.666,3.203,51.537,87.25,697.617,,0.742,0.0
2004,1,1,4,481.141,1124.789,48.836,-26.283,-26.947,-27.619,3.186,49.475,87.188,697.532,,0.727,0.0
2004,1,1,5,483.938,1124.156,49.867,-26.291,-26.939,-27.587,3.171,48.296,87.5,697.378,,0.742,0.0
2004,1,1,6,487.234,1129.453,48.625,-26.353,-26.978,-27.595,3.104,48.366,88.062,697.226,,0.727,0.0
2004,1,1,7,489.719,1126.898,49.32,-26.439,-27.033,-27.627,2.988,49.772,88.5,697.132,,0.734,0.0
2004,1,1,8,493.18,1127.578,49.633,-26.541,-27.111,-27.681,2.875,52.507,88.875,697.051,,0.742,0.0
2004,1,1,9,496.18,1127.547,49.852,-26.627,-27.189,-27.752,2.78,56.578,89.062,697.012,,0.742,0.0
2004,1,1,10,498.641,1127.688,49.75,-26.705,-27.275,-27.837,2.748,61.104,88.938,696.991,,0.734,0.0
2004,1,1,11,501.094,1127.242,50.352,-26.712,-27.314,-27.916,2.817,65.069,88.312,696.914,,0.75,0.0
2004,1,1,12,502.438,1127.07,50.328,-26.642,-27.306,-27.97,2.953,67.438,87.188,696.808,,0.742,0.0
2004,1,1,13,503.18,1126.773,50.477,-26.541,-27.267,-27.994,3.096,68.225,86.062,696.701,,0.75,0.0
2004,1,1,14,502.938,1127.047,50.164,-26.423,-27.212,-28.002,3.222,68.224,85.0,696.596,,0.742,0.0
2004,1,1,15,501.953,1124.812,50.883,-26.291,-27.127,-27.962,3.312,67.973,84.188,696.446,,0.75,0.0
2004,1,1,16,500.047,1126.727,49.734,-26.166,-27.041,-27.908,3.361,68.025,83.688,696.25,,0.734,0.0
2004,1,1,17,496.438,1106.992,56.102,-26.103,-26.97,-27.837,3.381,69.01,83.688,696.091,,0.742,0.0
2004,1,1,18,490.172,1067.938,67.828,-26.087,-26.939,-27.783,3.365,70.892,84.062,695.991,,0.734,0.0
2004,1,1,19,485.383,1053.453,71.477,-26.087,-26.908,-27.728,3.332,73.519,84.5,695.933,,0.734,0.0
2004,1,1,20,485.305,1095.484,57.805,-26.087,-26.884,-27.689,3.293,76.557,84.875,695.896,,0.727,0.0
2004,1,1,21,480.789,1078.164,62.828,-26.056,-26.853,-27.65,3.293,79.89,84.938,695.889,,0.727,0.0
2004,1,1,22,477.438,1070.297,65.008,-25.986,-26.798,-27.603,3.338,82.875,84.688,695.905,,0.727,0.0
2004,1,1,23,472.516,1062.43,65.148,-25.845,-26.689,-27.525,3.316,83.913,84.125,695.863,,0.734,0.0
2004,1,2,0,467.477,1041.0,69.75,-25.658,-26.548,-27.439,3.249,83.234,83.375,695.796,,0.75,0.0
2004,1,2,1,461.156,956.766,96.328,-25.494,-26.423,-27.361,3.22,81.909,82.625,695.709,,0.75,0.0
2004,1,2,2,457.391,943.266,97.773,-25.361,-26.33,-27.291,3.183,79.821,82.062,695.651,,0.758,0.0
2004,1,2,3,451.484,895.578,109.508,-25.267,-26.259,-27.252,3.125,77.145,81.75,695.622,,0.758,0.0
2004,1,2,4,442.25,836.617,121.742,-25.212,-26.212,-27.212,3.062,74.155,81.562,695.59,,0.758,0.0
2004,1,2,5,450.344,884.352,109.977,-25.236,-26.22,-27.205,3.055,73.048,81.812,695.543,,0.727,0.0
2004,1,2,6,443.258,783.867,139.844,-25.298,-26.259,-27.22,3.08,73.496,82.25,695.463,,0.742,0.0
2004,1,2,7,454.641,851.828,122.82,-25.377,-26.314,-27.244,3.086,74.134,82.688,695.357,,0.742,0.0
2004,1,2,8,465.508,918.453,105.383,-25.462,-26.377,-27.291,3.093,74.77,83.062,695.259,,0.742,0.0
2004,1,2,9,465.438,876.07,119.766,-25.548,-26.439,-27.33,3.094,75.227,83.312,695.214,,0.727,0.0
2004,1,2,10,470.305,891.812,116.438,-25.627,-26.502,-27.377,3.111,75.754,83.562,695.166,,0.75,0.0
2004,1,2,11,483.078,968.195,97.164,-25.627,-26.517,-27.416,3.245,77.202,83.312,695.085,,0.742,0.0
2004,1,2,12,483.922,952.023,103.242,-25.556,-26.494,-27.423,3.463,78.944,82.688,695.001,,0.742,0.0
2004,1,2,13,484.289,936.922,109.055,-25.486,-26.439,-27.392,3.65,79.893,82.312,694.905,,0.734,0.0
2004,1,2,14,488.273,980.375,95.672,-25.431,-26.392,-27.361,3.834,80.499,82.125,694.796,,0.75,0.0
2004,1,2,15,489.188,1007.828,86.32,-25.392,-26.361,-27.33,4.074,80.285,82.062,694.593,,0.734,0.0
2004,1,2,16,490.461,1045.453,73.961,-25.369,-26.33,-27.291,4.325,78.751,82.25,694.326,,0.75,0.0
2004,1,2,17,487.773,1047.539,72.422,-25.502,-26.377,-27.252,4.381,75.121,83.688,694.133,,0.75,0.0
2004,1,2,18,483.93,1041.898,73.219,-25.783,-26.509,-27.244,4.289,69.42,86.062,694.012,,0.742,0.0
2004,1,2,19,487.586,1111.547,52.289,-26.072,-26.666,-27.259,4.193,62.719,88.5,693.968,,0.734,0.0
2004,1,2,20,483.258,1105.883,53.133,-26.345,-26.822,-27.291,4.1,56.189,90.688,693.95,,0.742,0.0
2004,1,2,21,481.5,1113.156,51.422,-26.611,-26.986,-27.361,3.984,51.13,92.438,694.023,,0.734,0.0
2004,1,2,22,479.203,1117.344,50.109,-26.877,-27.189,-27.494,3.837,47.146,93.75,694.226,,0.734,0.0
2004,1,2,23,477.633,1122.633,48.664,-27.033,-27.377,-27.72,3.508,44.729,93.0,694.433,,0.75,0.0
2004,1,3,0,475.664,1119.977,49.266,-27.08,-27.525,-27.97,3.127,44.19,91.188,694.604,,0.742,0.0
2004,1,3,1,475.352,1124.203,48.18,-27.111,-27.666,-28.22,2.939,43.923,89.125,694.723,,0.734,0.0
2004,1,3,2,475.484,1121.156,49.562,-27.103,-27.775,-28.439,2.918,43.698,87.062,694.799,,0.75,0.0
2004,1,3,3,476.75,1125.141,48.641,-27.072,-27.845,-28.627,2.98,42.769,85.188,694.812,,0.75,0.0
