datetime,Year,Month,Day,Hour,Wspd,Tdry,DNI,DHI,GHI,rh,pressure,Albedo,EastFacing_POA,WestFacing_POA,East_Performance,West_Performance,solpos_zenith,solpos_azimuth,SouthFacing_POA,NorthFacing_POA,North_Performance,South_Performance
2021-01-01 00:00:00-03:00,2021,1,1,0,2.508474576,-30.72542373,1046.269492,74.51694915,466.4949153,65.57118644,677.3220339,0.7,732.2028017,536.434105,312.6011963,233.3635346,67.03299246,153.1796272,1158.827886,789.6402847,335.0848998,470.9741641
2021-01-01 01:00:00-03:00,2021,1,1,1,2.711666667,-30.69166667,1042.085,74.35666667,467.7083333,65.16166667,677.31,0.7,936.8665397,655.9844981,391.4067013,282.3752222,67.03353452,138.1863476,1014.477708,703.0225525,301.2187931,420.0261164
2021-01-01 02:00:00-03:00,2021,1,1,2,2.9,-30.73,1044.52,74.35833333,469.0733333,65.11666667,677.1566667,0.7,1104.049813,756.5434958,452.7423399,322.6322948,67.03307474,123.1926806,825.0269744,590.3723989,255.8717634,349.3058109
2021-01-01 03:00:00-03:00,2021,1,1,3,2.863333333,-30.61,1043.275,74.14,470.2316667,64.61166667,676.9216667,0.7,1210.436911,821.0130736,489.6267631,347.5796096,67.03188256,108.1985279,597.1020519,460.0157992,201.4642535,258.5110166
2021-01-01 04:00:00-03:00,2021,1,1,4,2.758333333,-30.64666667,1041.071667,74.34666667,353.0,64.04666667,676.8383333,0.7,1254.197305,847.4066042,504.2648084,357.6183109,67.03027824,93.20382461,360.1028069,336.4512442,148.5165096,158.7522868
2021-01-01 05:00:00-03:00,2021,1,1,5,3.126666667,-30.5,1042.338333,73.01333333,408.5966667,63.74333333,676.735,0.7,1234.965596,835.1053125,498.6331921,353.2563279,67.02861104,78.20854251,404.9502344,494.7616011,216.1557472,178.0714132
2021-01-01 06:00:00-03:00,2021,1,1,6,3.645,-30.5,1041.685,71.43666667,471.9033333,63.58666667,676.6233333,0.7,1150.696004,783.5285111,470.784282,333.8673196,67.02723542,63.21269272,531.4111906,725.4315428,310.9059245,231.7662195
2021-01-01 07:00:00-03:00,2021,1,1,7,3.51,-30.46833333,712.5,71.72166667,472.215,63.65833333,676.6,0.7,729.5789644,510.0717022,312.388049,222.7485155,67.02648695,48.21632536,477.4761203,675.1190286,290.5967218,209.0377604
2021-01-01 08:00:00-03:00,2021,1,1,8,3.185,-30.73833333,993.5266667,72.425,472.4783333,65.375,676.4583333,0.7,788.1802431,563.6612169,335.3770396,245.0649685,67.02665939,33.21952527,721.7112981,1054.194642,435.5253134,309.1790182
2021-01-01 09:00:00-03:00,2021,1,1,9,3.378333333,-30.96666667,1047.196667,72.58333333,473.2133333,67.09166667,676.2816667,0.7,597.6470072,460.1520106,259.3770608,201.9550211,67.02798471,18.22240665,820.8517778,1211.609316,492.0707285,348.5811292
2021-01-01 10:00:00-03:00,2021,1,1,10,3.276666667,-30.72666667,1048.43,72.555,473.565,65.89333333,676.06,0.7,360.25142,336.2940689,158.9912186,148.6033254,67.03061723,3.225105839,849.2995861,1258.068418,507.3249069,359.1743746
2021-01-01 11:00:00-03:00,2021,1,1,11,3.5,-30.51,1049.426667,73.01,473.0383333,65.625,676.0016667,0.7,406.1710025,496.6894531,178.7219975,217.1537377,67.03462311,348.2277709,839.4191056,1242.026183,502.1782288,355.4422774
2021-01-01 12:00:00-03:00,2021,1,1,12,3.613333333,-30.48,1049.628333,74.75166667,470.85,66.21166667,676.035,0.7,537.5495886,733.5591114,234.2947529,314.0872176,67.03997586,333.2305522,792.4304278,1163.186399,475.076185,337.2963103
2021-01-01 13:00:00-03:00,2021,1,1,13,3.076666667,-30.23166667,1052.883333,74.61833333,468.0383333,67.17666667,676.0233333,0.7,663.7505956,947.6963289,285.4309484,395.5355543,67.04655811,318.2335921,709.0499586,1024.01255,423.6564227,303.5642543
2021-01-01 14:00:00-03:00,2021,1,1,14,3.428333333,-29.96333333,1052.265,72.795,465.015,68.345,675.8366667,0.7,758.8969972,1108.643229,323.407788,454.5592488,67.05416963,303.2370148,592.8570456,828.7173456,350.6264426,256.6700385
2021-01-01 15:00:00-03:00,2021,1,1,15,3.355,-30.09833333,1051.596667,72.485,462.4383333,68.52166667,675.7966667,0.7,824.1156139,1215.634062,348.8945713,492.0428196,67.062541,288.2409181,461.6758661,599.8024717,259.5705365,202.0677147
2021-01-01 16:00:00-03:00,2021,1,1,16,3.836666667,-30.12666667,1050.211667,72.71333333,460.5566667,69.67833333,675.835,0.7,850.9299958,1260.318149,359.9249867,508.8257922,67.07135195,273.2453671,337.023555,361.3051383,159.305646,148.7791363
2021-01-01 17:00:00-03:00,2021,1,1,17,4.085,-30.14,962.7133333,101.8666667,456.8416667,70.12833333,675.9483333,0.7,818.8861361,1200.132295,347.8500138,488.7529162,67.08025322,258.2503891,500.1480681,414.5182364,182.290471,218.6474034
2021-01-01 18:00:00-03:00,2021,1,1,18,4.971666667,-29.53833333,280.2966667,312.51,419.27,71.95666667,676.1333333,0.7,561.6837372,731.3451161,244.4341031,313.662105,67.08889033,243.2559722,555.4423022,466.70024,204.5139731,241.8359142
2021-01-01 19:00:00-03:00,2021,1,1,19,4.376666667,-29.98,825.3183333,136.78,441.4083333,72.365,676.4133333,0.7,648.9642547,915.5882231,280.3053301,385.2955324,67.09692772,228.2620666,850.6870328,610.9923183,264.7804698,360.3991819
2021-01-01 20:00:00-03:00,2021,1,1,20,4.258333333,-29.83166667,1043.73,78.285,457.9483333,75.37333333,676.5,0.7,594.8086172,831.2687783,257.9295542,352.5573759,67.1040716,213.2685872,1109.64907,759.7111014,324.5084579,456.6582632
2021-01-01 21:00:00-03:00,2021,1,1,21,4.333333333,-29.46,612.3233333,219.0033333,445.4733333,75.42,676.65,0.7,463.7927886,559.2249114,202.980407,242.9903078,67.11008993,198.2754199,965.7790544,693.5842211,297.8647756,403.5328882
2021-01-01 22:00:00-03:00,2021,1,1,22,4.666666667,-28.92333333,83.74666667,370.87,395.14,77.08,676.845,0.7,426.0356383,433.8210106,186.7366304,190.0563817,67.11482821,183.2824297,643.8455553,519.6075003,226.2848699,277.55963
2021-01-01 23:00:00-03:00,2021,1,1,23,4.931666667,-28.70833333,6.515,370.2416667,360.3566667,76.81833333,676.9,0.7,426.1980136,406.9369619,186.7735142,178.536153,67.11822,168.2894692,556.2026133,468.1890578,204.6224855,241.5303764
2021-01-02 00:00:00-03:00,2021,1,2,0,4.6,-28.59830508,1.916949153,361.4542373,349.5237288,76.01186441,677.1508475,0.7,447.3749358,406.9687819,195.6086233,178.3905885,67.12029139,153.2963887,521.7521931,444.8912447,194.5543185,226.9280177
2021-01-02 01:00:00-03:00,2021,1,2,1,4.005,-28.73333333,0.966666667,354.12,341.925,75.62833333,677.3416667,0.7,472.1699953,414.8757314,205.9394115,181.6520306,67.12115928,138.3030472,485.2944792,421.1333631,184.3188047,211.4614339
2021-01-02 02:00:00-03:00,2021,1,2,2,3.776666667,-29.1,2.108333333,361.6683333,349.7383333,74.94,677.595,0.7,512.7042539,440.2359106,223.0732201,192.5647618,67.1210234,123.3093204,463.7004617,414.8317517,181.7572304,202.4957788
2021-01-02 03:00:00-03:00,2021,1,2,3,3.458333333,-29.25666667,0.79,353.1566667,340.9266667,74.755,677.725,0.7,519.3171208,440.1126458,225.7721474,192.4823585,67.12015273,108.3151105,417.5438897,389.5986414,170.9519013,182.891025
2021-01-02 04:00:00-03:00,2021,1,2,4,3.248333333,-29.07666667,0.888333333,350.7983333,339.005,74.65833333,677.9983333,0.7,525.0203656,442.1012789,227.909015,193.1396363,67.11886722,93.32035244,388.1281956,383.1552444,168.0372129,170.1669072
2021-01-02 05:00:00-03:00,2021,1,2,5,3.096666667,-28.96666667,0.366666667,341.4683333,330.24,73.86833333,678.2416667,0.7,506.8719297,428.2602814,220.2041097,187.1558687,67.11751598,78.32501793,372.9254769,390.0731564,170.8963693,163.5529371
2021-01-02 06:00:00-03:00,2021,1,2,6,3.031666667,-29.09,0.083333333,349.5933333,339.17,74.33166667,678.3716667,0.7,504.6958978,430.3944978,219.3451269,188.1059691,67.11645355,63.32911775,392.1124703,430.8979675,188.3193825,171.8113212
2021-01-02 07:00:00-03:00,2021,1,2,7,2.8,-29.31833333,2.686666667,366.4433333,358.595,74.34333333,678.6866667,0.7,503.8752397,437.6139047,219.0337855,191.2045111,67.11601574,48.33270155,430.0282594,489.6295361,213.0861335,187.9921407
2021-01-02 08:00:00-03:00,2021,1,2,8,2.32,-29.45666667,0.025,358.5883333,349.645,73.60833333,679.05,0.7,458.4775164,410.1352192,199.8854372,179.4487528,67.11649671,33.33585356,434.6568731,506.0989781,219.7970423,189.8429912
2021-01-02 09:00:00-03:00,2021,1,2,9,2.123333333,-29.435,0.0,350.6716667,341.51,73.58666667,679.2166667,0.7,411.9474783,384.6825483,180.1361535,168.5276573,67.11812897,18.33868731,434.75671,513.7789478,222.8630413,189.7939018
2021-01-02 10:00:00-03:00,2021,1,2,10,2.395,-29.67666667,0.0,350.825,341.3816667,73.88333333,679.3866667,0.7,387.3881464,382.2706069,169.8925145,167.7034271,67.12106751,3.341338411,439.7920225,522.3471175,226.7323245,192.1698056
2021-01-02 11:00:00-03:00,2021,1,2,11,2.401666667,-29.95166667,0.44,356.0533333,347.3083333,73.51,679.5416667,0.7,389.8344569,407.6297275,171.081191,178.6771327,67.12537919,348.3439543,446.12976,528.8765111,229.6307611,195.0099822
2021-01-02 12:00:00-03:00,2021,1,2,12,1.981666667,-30.00333333,14.775,359.1916667,361.12,73.12666667,679.635,0.7,409.3772994,451.8695717,179.2993328,197.281361,67.13103824,333.3466845,450.8424639,532.2124917,230.796622,196.8487614
2021-01-02 13:00:00-03:00,2021,1,2,13,1.943333333,-29.665,107.6433333,345.3633333,392.3,74.125,679.67,0.7,457.3806847,544.1359397,199.380975,235.4509648,67.13792797,318.3496711,467.9050247,563.9191153,243.5692418,203.7966976
2021-01-02 14:00:00-03:00,2021,1,2,14,1.695,-29.43666667,585.6983333,218.7133333,446.3033333,73.87,679.71,0.7,634.3879164,867.7699214,271.7528206,362.3661628,67.14584875,303.3530378,531.1663389,689.74099,293.7847236,229.7971801
2021-01-02 15:00:00-03:00,2021,1,2,15,1.296666667,-29.47,388.0683333,270.05,425.8716667,72.39166667,679.7716667,0.7,603.9221356,813.2463978,259.1931148,341.1954504,67.15453161,288.3568821,440.0070483,513.5715783,222.3251895,191.679725
2021-01-02 16:00:00-03:00,2021,1,2,16,1.643333333,-29.75,394.495,267.5066667,423.3666667,71.65666667,679.74,0.7,618.7037225,839.3766531,265.6591539,351.9257117,67.16365661,273.3612692,392.0803381,405.7797442,177.5125143,171.6862479
2021-01-02 17:00:00-03:00,2021,1,2,17,1.908333333,-29.91833333,718.2783333,178.9566667,446.3033333,71.20333333,679.8,0.7,734.7329497,1046.159586,312.1531803,428.6560292,67.17287461,258.3662264,488.0518258,419.1409542,183.3718775,212.3628002
2021-01-02 18:00:00-03:00,2021,1,2,18,1.193333333,-30.205,569.6416667,207.5566667,418.5116667,70.54,679.9183333,0.7,632.5718667,874.1422444,271.2133341,364.782943,67.18183107,243.3717422,604.5990836,478.0175186,207.9894769,259.9595669
2021-01-02 19:00:00-03:00,2021,1,2,19,0.743333333,-30.16666667,960.095,96.74833333,450.8933333,70.33166667,679.9616667,0.7,685.307825,981.1205972,291.6845694,403.0718506,67.19019019,228.3777674,905.9549619,640.3321381,273.870294,375.7350831
2021-01-02 20:00:00-03:00,2021,1,2,20,0.056666667,-29.69666667,1062.62,79.37833333,456.0116667,69.235,679.9666667,0.7,605.0319497,846.5433369,258.7700339,351.9947608,67.19765777,213.3842173,1127.320475,771.2259472,323.6557083,451.6047134
2021-01-02 21:00:00-03:00,2021,1,2,21,0.01,-30.16333333,1056.973333,75.73333333,456.2766667,69.93666667,680.0466667,0.7,467.9336892,608.0508419,203.1469515,260.3049221,67.20400124,198.3909786,1226.202337,831.1583097,346.6858091,484.9481942
2021-01-02 22:00:00-03:00,2021,1,2,22,0.0,-29.71166667,1066.718333,78.14666667,458.35,67.10333333,680.0483333,0.7,347.7370869,373.7666931,152.2271253,163.3182597,67.20906545,183.397917,1288.292636,868.5674,360.0685444,504.134975
2021-01-02 23:00:00-03:00,2021,1,2,23,0.0,-30.05833333,1062.99,76.525,459.8716667,71.14333333,680.0483333,0.7,503.2926697,412.4167103,217.6998531,179.8491389,67.21278322,168.4048858,1263.781826,852.5795764,354.5372785,496.8871944
2021-01-03 00:00:00-03:00,2021,1,3,0,0.0,-30.42372881,1060.225424,75.47966102,462.4864407,72.28305085,680.0813559,0.7,737.5717497,540.8428703,311.3973856,233.3369212,67.21517997,153.4117361,1175.964552,800.2874972,335.3369249,468.7945633
2021-01-03 01:00:00-03:00,2021,1,3,1,0.0,-30.29,1052.891667,74.03833333,463.4516667,71.71,680.0866667,0.7,943.3086633,660.5773589,388.0098255,281.261453,67.2163719,138.4183273,1025.335474,709.1723528,300.2815109,417.1801905
2021-01-03 02:00:00-03:00,2021,1,3,2,0.786666667,-30.36,1053.661667,73.82,464.365,72.065,679.975,0.7,1109.715004,759.8263111,448.6801648,320.944745,67.21655816,123.4245357,831.7324456,593.5395233,255.2817076,348.3662323
2021-01-03 03:00:00-03:00,2021,1,3,3,1.311666667,-30.50666667,1049.678333,74.26333333,466.2333333,72.58666667,679.9333333,0.7,1214.590257,823.3014056,486.0895567,346.1364159,67.21600727,108.4302636,603.1058933,463.6750711,202.235666,259.6889055
2021-01-03 04:00:00-03:00,2021,1,3,4,1.683333333,-30.41333333,1045.363333,74.47333333,356.8316667,72.23,679.9,0.7,1257.175854,848.4591792,501.3613009,356.1493667,67.21503886,93.43544599,362.9864242,337.4746758,148.594645,159.5831917
2021-01-03 05:00:00-03:00,2021,1,3,5,2.001666667,-30.47666667,1046.651667,73.72166667,396.6316667,71.71833333,679.9866667,0.7,1240.888508,839.4236167,497.0895665,353.271343,67.21400192,78.44005452,403.1949006,491.9173794,214.3823442,176.9263135
2021-01-03 06:00:00-03:00,2021,1,3,6,1.641666667,-30.57166667,1046.578333,70.99666667,466.1916667,69.995,680.1866667,0.7,1154.981522,785.5174708,466.9818192,332.1983431,67.21325104,63.44409961,528.7207547,722.2260119,307.5607447,229.5395415
2021-01-03 07:00:00-03:00,2021,1,3,7,1.47,-30.72166667,767.7316667,70.18166667,466.2716667,68.83166667,680.2233333,0.7,774.87646,539.0920333,328.0128394,233.8175435,67.21312226,48.44763042,503.1541108,713.9054736,304.236725,218.9390179
2021-01-03 08:00:00-03:00,2021,1,3,8,1.591666667,-30.86166667,1047.275,70.33166667,466.9,69.47833333,680.3,0.7,822.5917044,586.7721267,346.6582787,253.547778,67.21391015,33.45073056,751.3711542,1098.248844,447.5850661,319.1815537
2021-01-03 09:00:00-03:00,2021,1,3,9,1.738333333,-31.09833333,1048.875,71.42,467.32,70.48666667,680.3016667,0.7,599.0800647,460.0941508,258.8551249,201.289103,67.21584777,18.45351285,818.6860792,1209.078288,486.5150221,345.628614
2021-01-03 10:00:00-03:00,2021,1,3,10,1.715,-30.98833333,1050.598333,72.43,467.235,69.02,680.3383333,0.7,363.0385711,337.1134244,159.8897088,148.7024609,67.21909073,3.456112137,850.7039944,1260.592032,503.5320866,357.6794989
2021-01-03 11:00:00-03:00,2021,1,3,11,1.506666667,-30.905,1053.018333,73.74833333,466.7016667,68.3,680.35,0.7,404.7291708,493.9914847,177.6307593,215.2623242,67.22370662,348.4586751,842.3940139,1246.534613,498.0209588,354.1130376
2021-01-03 12:00:00-03:00,2021,1,3,12,1.256666667,-30.90833333,1057.633333,74.51833333,464.68,68.395,680.5116667,0.7,537.6976003,734.0398153,233.2365299,312.0576714,67.22967036,333.4613506,797.3896222,1171.600884,472.0296279,336.5808841
2021-01-03 13:00:00-03:00,2021,1,3,13,1.423333333,-30.98333333,1057.703333,73.25333333,462.505,69.05166667,680.5816667,0.7,661.2520214,944.8225675,283.5534428,392.3051724,67.23686593,318.46428,710.8841281,1028.162296,422.5256952,303.2368028
2021-01-03 14:00:00-03:00,2021,1,3,14,1.41,-31.03,1057.52,72.60833333,459.8483333,68.87166667,680.5833333,0.7,760.8886264,1111.717345,322.8217694,452.0444757,67.24509429,303.4675868,594.9913925,833.9089386,350.8777398,256.8832821
2021-01-03 15:00:00-03:00,2021,1,3,15,1.315,-31.03833333,1055.086667,72.77166667,457.6066667,68.58333333,680.5716667,0.7,824.1388333,1217.240064,347.0255647,487.8187145,67.25408694,288.4713681,463.2590325,603.7353431,260.3633057,202.38495
2021-01-03 16:00:00-03:00,2021,1,3,16,1.453333333,-31.03333333,1056.806667,72.44,456.11,68.425,680.5466667,0.7,854.6250222,1266.623191,358.8006831,504.6988822,67.26352424,273.4756889,338.2820172,364.3532717,160.4000471,149.1616415
2021-01-03 17:00:00-03:00,2021,1,3,17,1.62,-30.84166667,1057.13,73.06,453.9316667,67.7,680.61,0.7,844.7274278,1250.254999,355.1046021,499.5386702,67.27305718,258.480577,493.6715058,404.3383986,177.4716481,215.1487696
2021-01-03 18:00:00-03:00,2021,1,3,18,1.773333333,-30.66,1055.18,73.89833333,452.0816667,67.18833333,680.81,0.7,795.0001292,1168.067171,336.1216093,471.9850313,67.28233116,243.4860209,730.7672717,535.5246528,232.4938153,311.1468097
2021-01-03 19:00:00-03:00,2021,1,3,19,1.158333333,-30.64666667,1021.395,75.01833333,452.3916667,67.41666667,680.9916667,0.7,692.23024,1001.228773,295.2872419,411.8274325,67.29101016,228.4919718,919.0329272,643.2443483,275.8208563,381.8982893
2021-01-03 20:00:00-03:00,2021,1,3,20,1.623333333,-30.445,1051.43,75.64333333,451.4,66.64166667,681.0133333,0.7,596.6360047,835.1502286,257.2648198,351.0433148,67.29879956,213.498346,1110.611031,759.4195694,321.9455408,451.3954737
2021-01-03 21:00:00-03:00,2021,1,3,21,1.35,-30.40833333,1052.211667,78.31333333,454.2933333,65.875,681.2133333,0.7,469.2072683,610.648505,204.512131,262.6919509,67.30546626,198.5050307,1225.337142,830.0992361,348.6717691,489.6512846
2021-01-03 22:00:00-03:00,2021,1,3,22,1.763333333,-30.36666667,999.9466667,88.17,449.0083333,65.825,681.24,0.7,343.6801775,369.3503847,151.2725535,162.3163505,67.31085446,183.5118925,1232.300669,834.3804778,350.8766929,493.2641041
2021-01-03 23:00:00-03:00,2021,1,3,23,2.17,-30.30333333,1021.575,88.52833333,460.7066667,65.09166667,681.2983333,0.7,499.7336906,412.2624961,217.6216692,180.7567095,67.31489631,168.5187855,1240.396205,841.1094375,353.976106,497.1914738
2021-01-04 00:00:00-03:00,2021,1,4,0,1.405084746,-30.42372881,944.6457627,88.60169492,436.1016949,64.36271186,681.3898305,0.7,685.5782547,506.8917742,292.7187544,220.2586571,67.31761649,153.5255612,1085.211901,742.8645764,315.216088,441.9196768
2021-01-04 01:00:00-03:00,2021,1,4,1,1.783333333,-30.0,959.165,97.27333333,452.1866667,63.64333333,681.3966667,0.7,902.9623417,638.1835739,376.3150162,273.8186828,67.31913057,138.53208,982.1345056,685.4106589,292.6632234,405.4423213
2021-01-04 02:00:00-03:00,2021,1,4,2,1.371666667,-29.995,1020.473333,89.71833333,465.925,63.49166667,681.3733333,0.7,1103.509454,758.7946014,447.6124925,320.9442202,67.31963709,123.5382184,833.9560153,598.8755514,257.6253887,349.7226983
2021-01-04 03:00:00-03:00,2021,1,4,3,1.49,-29.84,971.1883333,89.58666667,449.7933333,63.01833333,681.405,0.7,1159.122186,789.4644583,466.8713965,332.7678734,67.31940412,108.5438791,586.9865594,454.4877472,198.0647473,252.7786322
2021-01-04 04:00:00-03:00,2021,1,4,4,1.341666667,-30.355,664.22,135.27,313.7466667,63.85166667,681.4633333,0.7,942.6917381,654.6419486,390.5995082,280.3009529,67.31875099,93.54899729,333.0704003,314.2841308,138.4558398,146.5814182
2021-01-04 05:00:00-03:00,2021,1,4,5,1.663333333,-30.24333333,932.5533333,88.75666667,370.0583333,64.00666667,681.4016667,0.7,1147.299542,779.6652069,463.9166777,329.6365472,67.31802655,78.55354432,385.7900031,465.9731769,203.2074313,169.2619876
2021-01-04 06:00:00-03:00,2021,1,4,6,1.541666667,-29.63,1006.461667,81.41666667,456.9483333,64.24333333,681.4466667,0.7,1134.637866,773.5308722,458.3167417,326.4944992,67.31758546,63.55753036,523.9225031,712.1580769,302.6220514,226.8510504
2021-01-04 07:00:00-03:00,2021,1,4,7,1.205,-29.81333333,728.8866667,78.42,449.0266667,65.62,681.58,0.7,756.2777017,527.4159783,319.5805299,228.2094725,67.31776397,48.56100407,491.4076083,695.294565,295.7956239,213.3212121
2021-01-04 08:00:00-03:00,2021,1,4,8,1.736666667,-29.58833333,980.3583333,107.8483333,475.2766667,65.68833333,681.5516667,0.7,828.3021242,597.7320647,347.6901391,257.1323245,67.31885708,33.56404839,752.8557836,1090.945734,443.6088068,318.6982659
2021-01-04 09:00:00-03:00,2021,1,4,9,1.496666667,-29.61666667,909.4633333,101.5083333,442.9,66.91833333,681.5566667,0.7,570.4049314,443.5314575,245.8703825,193.3334297,67.32109834,18.56677541,759.7132847,1113.019473,450.7081254,321.0863625
2021-01-04 10:00:00-03:00,2021,1,4,10,1.301666667,-29.57833333,922.825,84.51333333,429.805,66.655,681.62,0.7,345.5701958,321.8033886,151.6052392,141.3717756,67.32464403,3.569319159,774.8888764,1142.990935,460.426342,326.6495241
2021-01-04 11:00:00-03:00,2021,1,4,11,1.218333333,-29.55833333,1034.038333,78.635,460.6083333,66.12,681.5,0.7,403.4191561,490.8345772,176.2538701,212.9267989,67.32956241,348.5718255,834.9546222,1236.016924,491.4122124,349.3933138
2021-01-04 12:00:00-03:00,2021,1,4,12,1.136666667,-29.485,1032.501667,82.07833333,464.6366667,65.97,681.4316667,0.7,534.4523831,727.4925214,230.8301699,308.0151726,67.3358291,333.5744426,791.3316181,1161.172109,465.992187,332.6319068
2021-01-04 13:00:00-03:00,2021,1,4,13,1.403333333,-29.53,1036.476667,73.61666667,456.3966667,66.375,681.4416667,0.7,648.1058758,926.1730197,277.0540623,383.6597498,67.34332876,318.5773112,699.2527469,1011.319304,414.5453548,297.3102083
2021-01-04 14:00:00-03:00,2021,1,4,14,1.13,-29.485,1027.595,85.91333333,460.4916667,67.245,681.3566667,0.7,757.2971208,1103.45069,319.5566827,446.2173603,67.35186291,303.5805541,597.5407208,834.1641658,348.8789308,256.4961623
2021-01-04 15:00:00-03:00,2021,1,4,15,1.273333333,-29.30833333,630.4333333,176.5783333,417.4,66.88166667,681.355,0.7,657.7148947,928.4784053,280.5675212,383.9945977,67.36116353,288.5842683,425.9098542,522.8432103,226.023523,185.6449185
2021-01-04 16:00:00-03:00,2021,1,4,16,1.74,-28.65166667,102.8966667,319.7833333,352.1683333,66.61833333,681.14,0.7,469.4134975,587.5032425,203.7089649,252.2684154,67.37091125,273.5885187,374.9902122,382.96965,167.2790356,163.8803487
2021-01-04 17:00:00-03:00,2021,1,4,17,1.248333333,-27.52833333,11.59333333,355.5083333,350.05,63.88166667,681.1333333,0.7,454.5472706,540.8503961,196.600549,232.1448624,67.38075721,258.5933331,411.1358311,392.3907733,170.5347899,178.4356321
2021-01-04 18:00:00-03:00,2021,1,4,18,0.82,-26.99666667,2.135,331.18,321.9733333,61.87,681.2783333,0.7,409.5439186,480.6187992,177.3147247,206.8584489,67.39034676,243.5987004,410.2409122,373.2415767,162.0296581,177.6069243
2021-01-04 19:00:00-03:00,2021,1,4,19,1.19,-26.59333333,0.893333333,336.4533333,325.195,57.18666667,681.3333333,0.7,401.7952336,462.5968797,173.9864801,199.3522144,67.39934363,228.6045724,448.8430831,394.3527769,170.8565706,193.646573
2021-01-04 20:00:00-03:00,2021,1,4,20,0.835,-26.27666667,27.665,371.6416667,370.5716667,56.55833333,681.2233333,0.7,438.7407192,495.3435631,189.1043461,212.4549637,67.40745282,213.6108658,550.5783889,468.4469844,201.4004527,234.9175891
2021-01-04 21:00:00-03:00,2021,1,4,21,0.76,-26.06,124.705,345.1133333,387.4883333,57.225,681.1166667,0.7,423.7051475,468.5040592,182.6943535,201.2525263,67.41444069,198.6174688,634.9973622,508.4994467,217.6452614,268.3637462
2021-01-04 22:00:00-03:00,2021,1,4,22,0.945,-25.90666667,13.70166667,357.405,354.1166667,58.97166667,681.105,0.7,394.5169886,400.3958892,170.4808594,172.9458216,67.42015082,183.6242487,549.5736619,460.4308692,197.9211519,234.3220935
2021-01-04 23:00:00-03:00,2021,1,4,23,0.831666667,-25.72,19.74666667,359.635,358.5066667,60.02666667,681.1033333,0.7,418.8735828,399.6775772,180.5221711,172.5044488,67.42451467,168.6310604,555.5290953,465.0320669,199.6497186,236.5081638
2021-01-05 00:00:00-03:00,2021,1,5,0,0.655932203,-25.48813559,8.437288136,355.4288136,347.659322,59.51186441,681.0932203,0.7,443.15279,402.7181656,190.3945953,173.5870745,67.42755622,153.6377564,522.2071833,443.4993189,190.5379199,222.7675572
2021-01-05 01:00:00-03:00,2021,1,5,1,0.005,-25.26,13.15833333,360.4283333,354.135,58.84666667,680.94,0.7,489.2490178,428.3746978,208.8333411,183.856691,67.42939039,138.6441975,506.6868117,437.695615,187.7065277,215.9146778
2021-01-05 02:00:00-03:00,2021,1,5,2,0.0,-24.90833333,1.3,351.51,338.295,58.25166667,680.8766667,0.7,497.7047097,427.5767458,212.0383296,183.3261239,67.43021514,123.6502609,451.3805381,403.1419219,173.2000791,193.1307329
2021-01-05 03:00:00-03:00,2021,1,5,3,0.0,-24.17,12.56666667,361.5183333,350.4416667,55.00333333,680.7133333,0.7,543.74165,458.4294344,230.0710352,195.5768098,67.4302981,108.6558495,433.85919,403.6449967,173.0152262,185.4970329
2021-01-05 04:00:00-03:00,2021,1,5,4,0.0,-24.13166667,9.496666667,354.155,343.1583333,56.60666667,680.5766667,0.7,540.0597986,453.1431769,228.5716612,193.3906576,67.42995827,93.66089866,395.4243044,389.2253711,167.005444,169.5828235
2021-01-05 05:00:00-03:00,2021,1,5,5,0.018333333,-24.00166667,8.196666667,402.665,390.2933333,56.515,680.4066667,0.7,608.0259919,511.6077925,255.4135289,217.070093,67.42954441,78.66537964,442.7327967,463.3389944,197.4900833,189.0551832
2021-01-05 06:00:00-03:00,2021,1,5,6,0.0,-23.73666667,8.448333333,394.665,384.4283333,56.83833333,680.4116667,0.7,579.0385933,492.01674,243.7793171,208.9711674,67.42941119,63.66930228,447.1064206,492.0899794,209.0008127,190.6840423
2021-01-05 07:00:00-03:00,2021,1,5,7,0.0,-23.66333333,10.94666667,388.5566667,381.7116667,58.40166667,680.36,0.7,544.4128642,470.4852936,229.9773519,200.1852578,67.42989512,48.67271473,460.0335953,525.2426158,222.3094289,195.9255294
2021-01-05 08:00:00-03:00,2021,1,5,8,0.0,-23.66166667,183.7933333,294.6916667,358.2333333,60.135,680.3533333,0.7,507.9763372,422.6726628,215.3673003,180.6030044,67.43129157,33.67569927,468.2060661,593.6131028,249.4681705,199.2562964
2021-01-05 09:00:00-03:00,2021,1,5,9,0.0,-24.93333333,276.4766667,279.38,378.625,69.14333333,680.3216667,0.7,467.8532689,407.4775667,199.8959992,175.0147736,67.43383464,18.67836717,533.3704053,702.8656814,292.9323538,226.454333
2021-01-05 10:00:00-03:00,2021,1,5,10,1.298333333,-25.545,602.4666667,167.6116667,386.0116667,69.36,680.2983333,0.7,353.6389111,335.3761244,153.1806673,145.4295229,67.4376812,3.680851633,647.0105472,918.5932572,375.9428869,273.165528
2021-01-05 11:00:00-03:00,2021,1,5,11,1.363333333,-25.69,980.3616667,95.00666667,451.8766667,68.545,680.24,0.7,405.6778119,488.9978303,175.1983859,209.7642901,67.44290021,348.6832977,819.9162764,1206.070352,475.9158803,339.8138733
